#TGICL_NAME	CONTIG_NAME
CL2443Contig1	HCGP-ST-CO_01847
CL2444Contig1	HCGP-ST-CO_01848
CL2445Contig1	HCGP-ST-CO_01849
CL2446Contig1	HCGP-ST-CO_01850
CL2447Contig1	HCGP-ST-CO_01851
CL2448Contig1	HCGP-ST-CO_01852
CL2449Contig1	HCGP-ST-CO_01853
CL244Contig1	HCGP-ST-CO_01854
CL2450Contig1	HCGP-ST-CO_01855
CL2451Contig1	HCGP-ST-CO_01856
CL2452Contig1	HCGP-ST-CO_01857
CL2453Contig1	HCGP-ST-CO_01858
CL2454Contig1	HCGP-ST-CO_01859
CL2455Contig1	HCGP-ST-CO_01860
CL2456Contig1	HCGP-ST-CO_01861
CL2457Contig1	HCGP-ST-CO_01862
CL2458Contig1	HCGP-ST-CO_01863
CL2459Contig1	HCGP-ST-CO_01864
CL245Contig1	HCGP-ST-CO_01865
CL2460Contig1	HCGP-ST-CO_01866
CL2461Contig1	HCGP-ST-CO_01867
CL2464Contig1	HCGP-ST-CO_01868
CL2465Contig1	HCGP-ST-CO_01869
CL2466Contig1	HCGP-ST-CO_01870
CL2467Contig1	HCGP-ST-CO_01871
CL2468Contig1	HCGP-ST-CO_01872
CL2469Contig1	HCGP-ST-CO_01873
CL246Contig1	HCGP-ST-CO_01874
CL246Contig2	HCGP-ST-CO_01875
CL2471Contig1	HCGP-ST-CO_01876
CL2472Contig1	HCGP-ST-CO_01877
CL2473Contig1	HCGP-ST-CO_01878
CL2474Contig1	HCGP-ST-CO_01879
CL2475Contig1	HCGP-ST-CO_01880
CL2476Contig1	HCGP-ST-CO_01881
CL2477Contig1	HCGP-ST-CO_01882
CL2478Contig1	HCGP-ST-CO_01883
CL2479Contig1	HCGP-ST-CO_01884
CL247Contig1	HCGP-ST-CO_01885
CL2480Contig1	HCGP-ST-CO_01886
CL2481Contig1	HCGP-ST-CO_01887
CL2482Contig1	HCGP-ST-CO_01888
CL2483Contig1	HCGP-ST-CO_01889
CL2484Contig1	HCGP-ST-CO_01890
CL2485Contig1	HCGP-ST-CO_01891
CL2486Contig1	HCGP-ST-CO_01892
CL2487Contig1	HCGP-ST-CO_01893
CL2488Contig1	HCGP-ST-CO_01894
CL2489Contig1	HCGP-ST-CO_01895
CL248Contig1	HCGP-ST-CO_01896
CL2490Contig1	HCGP-ST-CO_01897
CL2491Contig1	HCGP-ST-CO_01898
CL2492Contig1	HCGP-ST-CO_01899
CL2493Contig1	HCGP-ST-CO_01900
CL2494Contig1	HCGP-ST-CO_01901
CL2495Contig1	HCGP-ST-CO_01902
CL2497Contig1	HCGP-ST-CO_01903
CL2498Contig1	HCGP-ST-CO_01904
CL2499Contig1	HCGP-ST-CO_01905
CL24Contig1	HCGP-ST-CO_01906
CL2500Contig1	HCGP-ST-CO_01907
CL2501Contig1	HCGP-ST-CO_01908
CL2502Contig1	HCGP-ST-CO_01909
CL2503Contig1	HCGP-ST-CO_01910
CL2504Contig1	HCGP-ST-CO_01911
CL2505Contig1	HCGP-ST-CO_01912
CL2506Contig1	HCGP-ST-CO_01913
CL2507Contig1	HCGP-ST-CO_01914
CL2508Contig1	HCGP-ST-CO_01915
CL2509Contig1	HCGP-ST-CO_01916
CL250Contig1	HCGP-ST-CO_01917
CL2510Contig1	HCGP-ST-CO_01918
CL2511Contig1	HCGP-ST-CO_01919
CL2512Contig1	HCGP-ST-CO_01920
CL2513Contig1	HCGP-ST-CO_01921
CL2514Contig1	HCGP-ST-CO_01922
CL2515Contig1	HCGP-ST-CO_01923
CL2516Contig1	HCGP-ST-CO_01924
CL2518Contig1	HCGP-ST-CO_01925
CL2519Contig1	HCGP-ST-CO_01926
CL251Contig1	HCGP-ST-CO_01927
CL2520Contig1	HCGP-ST-CO_01928
CL2521Contig1	HCGP-ST-CO_01929
CL2522Contig1	HCGP-ST-CO_01930
CL2523Contig1	HCGP-ST-CO_01931
CL2524Contig1	HCGP-ST-CO_01932
CL2525Contig1	HCGP-ST-CO_01933
CL2526Contig1	HCGP-ST-CO_01934
CL2527Contig1	HCGP-ST-CO_01935
CL2529Contig1	HCGP-ST-CO_01936
CL252Contig1	HCGP-ST-CO_01937
CL2530Contig1	HCGP-ST-CO_01938
CL2531Contig1	HCGP-ST-CO_01939
CL2532Contig1	HCGP-ST-CO_01940
CL2533Contig1	HCGP-ST-CO_01941
CL2534Contig1	HCGP-ST-CO_01942
CL2535Contig1	HCGP-ST-CO_01943
CL2537Contig1	HCGP-ST-CO_01944
CL2538Contig1	HCGP-ST-CO_01945
CL2539Contig1	HCGP-ST-CO_01946
CL253Contig1	HCGP-ST-CO_01947
CL2540Contig1	HCGP-ST-CO_01948
CL2541Contig1	HCGP-ST-CO_01949
CL2542Contig1	HCGP-ST-CO_01950
CL2543Contig1	HCGP-ST-CO_01951
CL2544Contig1	HCGP-ST-CO_01952
CL2546Contig1	HCGP-ST-CO_01953
CL2548Contig1	HCGP-ST-CO_01954
CL2549Contig1	HCGP-ST-CO_01955
CL2551Contig1	HCGP-ST-CO_01956
CL2552Contig1	HCGP-ST-CO_01957
CL2553Contig1	HCGP-ST-CO_01958
CL2554Contig1	HCGP-ST-CO_01959
CL2555Contig1	HCGP-ST-CO_01960
CL2556Contig1	HCGP-ST-CO_01961
CL2557Contig1	HCGP-ST-CO_01962
CL2558Contig1	HCGP-ST-CO_01963
CL2559Contig1	HCGP-ST-CO_01964
CL255Contig1	HCGP-ST-CO_01965
CL2560Contig1	HCGP-ST-CO_01966
CL2561Contig1	HCGP-ST-CO_01967
CL2562Contig1	HCGP-ST-CO_01968
CL2563Contig1	HCGP-ST-CO_01969
CL2565Contig1	HCGP-ST-CO_01970
CL2566Contig1	HCGP-ST-CO_01971
CL2567Contig1	HCGP-ST-CO_01972
CL2568Contig1	HCGP-ST-CO_01973
CL2569Contig1	HCGP-ST-CO_01974
CL256Contig1	HCGP-ST-CO_01975
CL2570Contig1	HCGP-ST-CO_01976
CL2571Contig1	HCGP-ST-CO_01977
CL2572Contig1	HCGP-ST-CO_01978
CL2573Contig1	HCGP-ST-CO_01979
CL2575Contig1	HCGP-ST-CO_01980
CL2576Contig1	HCGP-ST-CO_01981
CL2577Contig1	HCGP-ST-CO_01982
CL2578Contig1	HCGP-ST-CO_01983
CL257Contig1	HCGP-ST-CO_01984
CL257Contig2	HCGP-ST-CO_01985
CL257Contig3	HCGP-ST-CO_01986
CL2580Contig1	HCGP-ST-CO_01987
CL2581Contig1	HCGP-ST-CO_01988
CL2582Contig1	HCGP-ST-CO_01989
CL2583Contig1	HCGP-ST-CO_01990
CL2584Contig1	HCGP-ST-CO_01991
CL2585Contig1	HCGP-ST-CO_01992
CL2586Contig1	HCGP-ST-CO_01993
CL2587Contig1	HCGP-ST-CO_01994
CL2588Contig1	HCGP-ST-CO_01995
CL2589Contig1	HCGP-ST-CO_01996
CL258Contig1	HCGP-ST-CO_01997
CL2590Contig1	HCGP-ST-CO_01998
CL2591Contig1	HCGP-ST-CO_01999
CL2592Contig1	HCGP-ST-CO_02000
CL2593Contig1	HCGP-ST-CO_02001
CL2594Contig1	HCGP-ST-CO_02002
CL2595Contig1	HCGP-ST-CO_02003
CL2596Contig1	HCGP-ST-CO_02004
CL2597Contig1	HCGP-ST-CO_02005
CL2598Contig1	HCGP-ST-CO_02006
CL2599Contig1	HCGP-ST-CO_02007
CL259Contig1	HCGP-ST-CO_02008
CL25Contig1	HCGP-ST-CO_02009
CL25Contig2	HCGP-ST-CO_02010
CL2600Contig1	HCGP-ST-CO_02011
CL2601Contig1	HCGP-ST-CO_02012
CL2602Contig1	HCGP-ST-CO_02013
CL2604Contig1	HCGP-ST-CO_02014
CL2605Contig1	HCGP-ST-CO_02015
CL2606Contig1	HCGP-ST-CO_02016
CL2607Contig1	HCGP-ST-CO_02017
CL2608Contig1	HCGP-ST-CO_02018
CL2609Contig1	HCGP-ST-CO_02019
CL260Contig1	HCGP-ST-CO_02020
CL260Contig2	HCGP-ST-CO_02021
CL2611Contig1	HCGP-ST-CO_02022
CL2612Contig1	HCGP-ST-CO_02023
CL2613Contig1	HCGP-ST-CO_02024
CL2614Contig1	HCGP-ST-CO_02025
CL2616Contig1	HCGP-ST-CO_02026
CL2617Contig1	HCGP-ST-CO_02027
CL2619Contig1	HCGP-ST-CO_02028
CL261Contig1	HCGP-ST-CO_02029
CL2621Contig1	HCGP-ST-CO_02030
CL2622Contig1	HCGP-ST-CO_02031
CL2623Contig1	HCGP-ST-CO_02032
CL2624Contig1	HCGP-ST-CO_02033
CL2625Contig1	HCGP-ST-CO_02034
CL2626Contig1	HCGP-ST-CO_02035
CL2627Contig1	HCGP-ST-CO_02036
CL2628Contig1	HCGP-ST-CO_02037
CL262Contig1	HCGP-ST-CO_02038
CL2630Contig1	HCGP-ST-CO_02039
CL2631Contig1	HCGP-ST-CO_02040
CL2632Contig1	HCGP-ST-CO_02041
CL2633Contig1	HCGP-ST-CO_02042
CL2634Contig1	HCGP-ST-CO_02043
CL2635Contig1	HCGP-ST-CO_02044
CL2637Contig1	HCGP-ST-CO_02045
CL2638Contig1	HCGP-ST-CO_02046
CL2639Contig1	HCGP-ST-CO_02047
CL2640Contig1	HCGP-ST-CO_02048
CL2641Contig1	HCGP-ST-CO_02049
CL2642Contig1	HCGP-ST-CO_02050
CL2643Contig1	HCGP-ST-CO_02051
CL2644Contig1	HCGP-ST-CO_02052
CL2645Contig1	HCGP-ST-CO_02053
CL2647Contig1	HCGP-ST-CO_02054
CL2648Contig1	HCGP-ST-CO_02055
CL2649Contig1	HCGP-ST-CO_02056
CL264Contig1	HCGP-ST-CO_02057
CL264Contig2	HCGP-ST-CO_02058
CL2650Contig1	HCGP-ST-CO_02059
CL2651Contig1	HCGP-ST-CO_02060
CL2652Contig1	HCGP-ST-CO_02061
CL2654Contig1	HCGP-ST-CO_02062
CL2655Contig1	HCGP-ST-CO_02063
CL2656Contig1	HCGP-ST-CO_02064
CL2657Contig1	HCGP-ST-CO_02065
CL2658Contig1	HCGP-ST-CO_02066
CL2659Contig1	HCGP-ST-CO_02067
CL265Contig1	HCGP-ST-CO_02068
CL265Contig2	HCGP-ST-CO_02069
CL2660Contig1	HCGP-ST-CO_02070
CL2661Contig1	HCGP-ST-CO_02071
CL2662Contig1	HCGP-ST-CO_02072
CL2663Contig1	HCGP-ST-CO_02073
CL2664Contig1	HCGP-ST-CO_02074
CL2665Contig1	HCGP-ST-CO_02075
CL2666Contig1	HCGP-ST-CO_02076
CL2667Contig1	HCGP-ST-CO_02077
CL2668Contig1	HCGP-ST-CO_02078
CL2669Contig1	HCGP-ST-CO_02079
CL266Contig1	HCGP-ST-CO_02080
CL266Contig2	HCGP-ST-CO_02081
CL2670Contig1	HCGP-ST-CO_02082
CL2671Contig1	HCGP-ST-CO_02083
CL2672Contig1	HCGP-ST-CO_02084
CL2673Contig1	HCGP-ST-CO_02085
CL2675Contig1	HCGP-ST-CO_02086
CL2676Contig1	HCGP-ST-CO_02087
CL2677Contig1	HCGP-ST-CO_02088
CL2678Contig1	HCGP-ST-CO_02089
CL2679Contig1	HCGP-ST-CO_02090
CL267Contig1	HCGP-ST-CO_02091
CL2680Contig1	HCGP-ST-CO_02092
CL2681Contig1	HCGP-ST-CO_02093
CL2682Contig1	HCGP-ST-CO_02094
CL2683Contig1	HCGP-ST-CO_02095
CL2684Contig1	HCGP-ST-CO_02096
CL2685Contig1	HCGP-ST-CO_02097
CL2686Contig1	HCGP-ST-CO_02098
CL2687Contig1	HCGP-ST-CO_02099
CL2688Contig1	HCGP-ST-CO_02100
CL2689Contig1	HCGP-ST-CO_02101
CL268Contig1	HCGP-ST-CO_02102
CL2690Contig1	HCGP-ST-CO_02103
CL2691Contig1	HCGP-ST-CO_02104
CL2692Contig1	HCGP-ST-CO_02105
CL2693Contig1	HCGP-ST-CO_02106
CL2695Contig1	HCGP-ST-CO_02107
CL2696Contig1	HCGP-ST-CO_02108
CL2697Contig1	HCGP-ST-CO_02109
CL2698Contig1	HCGP-ST-CO_02110
CL2699Contig1	HCGP-ST-CO_02111
CL269Contig1	HCGP-ST-CO_02112
CL26Contig1	HCGP-ST-CO_02113
CL2700Contig1	HCGP-ST-CO_02114
CL2701Contig1	HCGP-ST-CO_02115
CL2702Contig1	HCGP-ST-CO_02116
CL2703Contig1	HCGP-ST-CO_02117
CL2704Contig1	HCGP-ST-CO_02118
CL2705Contig1	HCGP-ST-CO_02119
CL2706Contig1	HCGP-ST-CO_02120
CL2707Contig1	HCGP-ST-CO_02121
CL2708Contig1	HCGP-ST-CO_02122
CL2709Contig1	HCGP-ST-CO_02123
CL270Contig1	HCGP-ST-CO_02124
CL2710Contig1	HCGP-ST-CO_02125
CL2711Contig1	HCGP-ST-CO_02126
CL2712Contig1	HCGP-ST-CO_02127
CL2713Contig1	HCGP-ST-CO_02128
CL2715Contig1	HCGP-ST-CO_02129
CL2716Contig1	HCGP-ST-CO_02130
CL2717Contig1	HCGP-ST-CO_02131
CL2718Contig1	HCGP-ST-CO_02132
CL2719Contig1	HCGP-ST-CO_02133
CL271Contig1	HCGP-ST-CO_02134
CL2720Contig1	HCGP-ST-CO_02135
CL2721Contig1	HCGP-ST-CO_02136
CL2722Contig1	HCGP-ST-CO_02137
CL2723Contig1	HCGP-ST-CO_02138
CL2724Contig1	HCGP-ST-CO_02139
CL2725Contig1	HCGP-ST-CO_02140
CL2726Contig1	HCGP-ST-CO_02141
CL2727Contig1	HCGP-ST-CO_02142
CL2728Contig1	HCGP-ST-CO_02143
CL2729Contig1	HCGP-ST-CO_02144
CL272Contig1	HCGP-ST-CO_02145
CL2730Contig1	HCGP-ST-CO_02146
CL2731Contig1	HCGP-ST-CO_02147
CL2732Contig1	HCGP-ST-CO_02148
CL2734Contig1	HCGP-ST-CO_02149
CL2735Contig1	HCGP-ST-CO_02150
CL2736Contig1	HCGP-ST-CO_02151
CL2737Contig1	HCGP-ST-CO_02152
CL2738Contig1	HCGP-ST-CO_02153
CL2739Contig1	HCGP-ST-CO_02154
CL273Contig2	HCGP-ST-CO_02155
CL2740Contig1	HCGP-ST-CO_02156
CL2741Contig1	HCGP-ST-CO_02157
CL2742Contig1	HCGP-ST-CO_02158
CL2743Contig1	HCGP-ST-CO_02159
CL2744Contig1	HCGP-ST-CO_02160
CL2745Contig1	HCGP-ST-CO_02161
CL2746Contig1	HCGP-ST-CO_02162
CL2747Contig1	HCGP-ST-CO_02163
CL2748Contig1	HCGP-ST-CO_02164
CL2749Contig1	HCGP-ST-CO_02165
CL2750Contig1	HCGP-ST-CO_02166
CL2751Contig1	HCGP-ST-CO_02167
CL2752Contig1	HCGP-ST-CO_02168
CL2753Contig1	HCGP-ST-CO_02169
CL2754Contig1	HCGP-ST-CO_02170
CL2755Contig1	HCGP-ST-CO_02171
CL2756Contig1	HCGP-ST-CO_02172
CL2757Contig1	HCGP-ST-CO_02173
CL2758Contig1	HCGP-ST-CO_02174
CL2759Contig1	HCGP-ST-CO_02175
CL275Contig1	HCGP-ST-CO_02176
CL275Contig2	HCGP-ST-CO_02177
CL2760Contig1	HCGP-ST-CO_02178
CL2761Contig1	HCGP-ST-CO_02179
CL2762Contig1	HCGP-ST-CO_02180
CL2763Contig1	HCGP-ST-CO_02181
CL2764Contig1	HCGP-ST-CO_02182
CL2765Contig1	HCGP-ST-CO_02183
CL2766Contig1	HCGP-ST-CO_02184
CL2768Contig1	HCGP-ST-CO_02185
CL2769Contig1	HCGP-ST-CO_02186
CL276Contig1	HCGP-ST-CO_02187
CL2770Contig1	HCGP-ST-CO_02188
CL2771Contig1	HCGP-ST-CO_02189
CL2772Contig1	HCGP-ST-CO_02190
CL2773Contig1	HCGP-ST-CO_02191
CL2775Contig1	HCGP-ST-CO_02192
CL2776Contig1	HCGP-ST-CO_02193
CL2777Contig1	HCGP-ST-CO_02194
CL2778Contig1	HCGP-ST-CO_02195
CL2779Contig1	HCGP-ST-CO_02196
CL277Contig1	HCGP-ST-CO_02197
CL2780Contig1	HCGP-ST-CO_02198
CL2781Contig1	HCGP-ST-CO_02199
CL2782Contig1	HCGP-ST-CO_02200
CL2783Contig1	HCGP-ST-CO_02201
CL2784Contig1	HCGP-ST-CO_02202
CL2787Contig1	HCGP-ST-CO_02203
CL2788Contig1	HCGP-ST-CO_02204
CL278Contig1	HCGP-ST-CO_02205
CL2790Contig1	HCGP-ST-CO_02206
CL2791Contig1	HCGP-ST-CO_02207
CL2792Contig1	HCGP-ST-CO_02208
CL2793Contig1	HCGP-ST-CO_02209
CL2794Contig1	HCGP-ST-CO_02210
CL2795Contig1	HCGP-ST-CO_02211
CL2796Contig1	HCGP-ST-CO_02212
CL2797Contig1	HCGP-ST-CO_02213
CL2799Contig1	HCGP-ST-CO_02214
CL279Contig1	HCGP-ST-CO_02215
CL27Contig1	HCGP-ST-CO_02216
CL27Contig2	HCGP-ST-CO_02217
CL2800Contig1	HCGP-ST-CO_02218
CL2801Contig1	HCGP-ST-CO_02219
CL2802Contig1	HCGP-ST-CO_02220
CL2803Contig1	HCGP-ST-CO_02221
CL2805Contig1	HCGP-ST-CO_02222
CL2806Contig1	HCGP-ST-CO_02223
CL2807Contig1	HCGP-ST-CO_02224
CL2808Contig1	HCGP-ST-CO_02225
CL2809Contig1	HCGP-ST-CO_02226
CL280Contig1	HCGP-ST-CO_02227
CL2810Contig1	HCGP-ST-CO_02228
CL2811Contig1	HCGP-ST-CO_02229
CL2812Contig1	HCGP-ST-CO_02230
CL2813Contig1	HCGP-ST-CO_02231
CL2814Contig1	HCGP-ST-CO_02232
CL2815Contig1	HCGP-ST-CO_02233
CL2816Contig1	HCGP-ST-CO_02234
CL2817Contig1	HCGP-ST-CO_02235
CL2819Contig1	HCGP-ST-CO_02236
CL281Contig1	HCGP-ST-CO_02237
CL2820Contig1	HCGP-ST-CO_02238
CL2821Contig1	HCGP-ST-CO_02239
CL2822Contig1	HCGP-ST-CO_02240
CL2823Contig1	HCGP-ST-CO_02241
CL2824Contig1	HCGP-ST-CO_02242
CL2825Contig1	HCGP-ST-CO_02243
CL2827Contig1	HCGP-ST-CO_02244
CL2828Contig1	HCGP-ST-CO_02245
CL2829Contig1	HCGP-ST-CO_02246
CL282Contig1	HCGP-ST-CO_02247
CL2830Contig1	HCGP-ST-CO_02248
CL2831Contig1	HCGP-ST-CO_02249
CL2832Contig1	HCGP-ST-CO_02250
CL2833Contig1	HCGP-ST-CO_02251
CL2834Contig1	HCGP-ST-CO_02252
CL2835Contig1	HCGP-ST-CO_02253
CL2836Contig1	HCGP-ST-CO_02254
CL2837Contig1	HCGP-ST-CO_02255
CL2839Contig1	HCGP-ST-CO_02256
CL283Contig1	HCGP-ST-CO_02257
CL2841Contig1	HCGP-ST-CO_02258
CL2842Contig1	HCGP-ST-CO_02259
CL2843Contig1	HCGP-ST-CO_02260
CL2844Contig1	HCGP-ST-CO_02261
CL2845Contig1	HCGP-ST-CO_02262
CL2846Contig1	HCGP-ST-CO_02263
CL2847Contig1	HCGP-ST-CO_02264
CL2848Contig1	HCGP-ST-CO_02265
CL2849Contig1	HCGP-ST-CO_02266
CL284Contig1	HCGP-ST-CO_02267
CL2850Contig1	HCGP-ST-CO_02268
CL2851Contig1	HCGP-ST-CO_02269
CL2852Contig1	HCGP-ST-CO_02270
CL2854Contig1	HCGP-ST-CO_02271
CL2855Contig1	HCGP-ST-CO_02272
CL2856Contig1	HCGP-ST-CO_02273
CL2857Contig1	HCGP-ST-CO_02274
CL2858Contig1	HCGP-ST-CO_02275
CL285Contig1	HCGP-ST-CO_02276
CL2860Contig1	HCGP-ST-CO_02277
CL2861Contig1	HCGP-ST-CO_02278
CL2862Contig1	HCGP-ST-CO_02279
CL2863Contig1	HCGP-ST-CO_02280
CL2864Contig1	HCGP-ST-CO_02281
CL2865Contig1	HCGP-ST-CO_02282
CL2867Contig1	HCGP-ST-CO_02283
CL2868Contig1	HCGP-ST-CO_02284
CL286Contig1	HCGP-ST-CO_02285
CL2870Contig1	HCGP-ST-CO_02286
CL2871Contig1	HCGP-ST-CO_02287
CL2872Contig1	HCGP-ST-CO_02288
CL2873Contig1	HCGP-ST-CO_02289
CL2874Contig1	HCGP-ST-CO_02290
CL2875Contig1	HCGP-ST-CO_02291
CL2876Contig1	HCGP-ST-CO_02292
CL2877Contig1	HCGP-ST-CO_02293
CL2878Contig1	HCGP-ST-CO_02294
CL2879Contig1	HCGP-ST-CO_02295
CL287Contig1	HCGP-ST-CO_02296
CL2880Contig1	HCGP-ST-CO_02297
CL2881Contig1	HCGP-ST-CO_02298
CL2882Contig1	HCGP-ST-CO_02299
CL2886Contig1	HCGP-ST-CO_02300
CL2887Contig1	HCGP-ST-CO_02301
CL2888Contig1	HCGP-ST-CO_02302
CL2889Contig1	HCGP-ST-CO_02303
CL288Contig1	HCGP-ST-CO_02304
CL2890Contig1	HCGP-ST-CO_02305
CL2892Contig1	HCGP-ST-CO_02306
CL2894Contig1	HCGP-ST-CO_02307
CL2895Contig1	HCGP-ST-CO_02308
CL2896Contig1	HCGP-ST-CO_02309
CL2897Contig1	HCGP-ST-CO_02310
CL2898Contig1	HCGP-ST-CO_02311
CL2899Contig1	HCGP-ST-CO_02312
CL289Contig1	HCGP-ST-CO_02313
CL28Contig1	HCGP-ST-CO_02314
CL28Contig2	HCGP-ST-CO_02315
CL2900Contig1	HCGP-ST-CO_02316
CL2901Contig1	HCGP-ST-CO_02317
CL2902Contig1	HCGP-ST-CO_02318
CL2903Contig1	HCGP-ST-CO_02319
CL2904Contig1	HCGP-ST-CO_02320
CL2905Contig1	HCGP-ST-CO_02321
CL2906Contig1	HCGP-ST-CO_02322
CL2908Contig1	HCGP-ST-CO_02323
CL2909Contig1	HCGP-ST-CO_02324
CL290Contig1	HCGP-ST-CO_02325
CL290Contig2	HCGP-ST-CO_02326
CL2910Contig1	HCGP-ST-CO_02327
CL2911Contig1	HCGP-ST-CO_02328
CL2912Contig1	HCGP-ST-CO_02329
CL2913Contig1	HCGP-ST-CO_02330
CL2914Contig1	HCGP-ST-CO_02331
CL2915Contig1	HCGP-ST-CO_02332
CL2916Contig1	HCGP-ST-CO_02333
CL2917Contig1	HCGP-ST-CO_02334
CL2918Contig1	HCGP-ST-CO_02335
CL291Contig1	HCGP-ST-CO_02336
CL2920Contig1	HCGP-ST-CO_02337
CL2921Contig1	HCGP-ST-CO_02338
CL2922Contig1	HCGP-ST-CO_02339
CL2924Contig1	HCGP-ST-CO_02340
CL2925Contig1	HCGP-ST-CO_02341
CL2926Contig1	HCGP-ST-CO_02342
CL2927Contig1	HCGP-ST-CO_02343
CL2928Contig1	HCGP-ST-CO_02344
CL2929Contig1	HCGP-ST-CO_02345
CL292Contig1	HCGP-ST-CO_02346
CL2930Contig1	HCGP-ST-CO_02347
CL2931Contig1	HCGP-ST-CO_02348
CL2933Contig1	HCGP-ST-CO_02349
CL2934Contig1	HCGP-ST-CO_02350
CL2935Contig1	HCGP-ST-CO_02351
CL2936Contig1	HCGP-ST-CO_02352
CL2937Contig1	HCGP-ST-CO_02353
CL2938Contig1	HCGP-ST-CO_02354
CL2939Contig1	HCGP-ST-CO_02355
CL293Contig1	HCGP-ST-CO_02356
CL2940Contig1	HCGP-ST-CO_02357
CL2941Contig1	HCGP-ST-CO_02358
CL2942Contig1	HCGP-ST-CO_02359
CL2943Contig1	HCGP-ST-CO_02360
CL2944Contig1	HCGP-ST-CO_02361
CL2945Contig1	HCGP-ST-CO_02362
CL2946Contig1	HCGP-ST-CO_02363
CL2947Contig1	HCGP-ST-CO_02364
CL2948Contig1	HCGP-ST-CO_02365
CL2949Contig1	HCGP-ST-CO_02366
CL294Contig1	HCGP-ST-CO_02367
CL2950Contig1	HCGP-ST-CO_02368
CL2951Contig1	HCGP-ST-CO_02369
CL2952Contig1	HCGP-ST-CO_02370
CL2953Contig1	HCGP-ST-CO_02371
CL2954Contig1	HCGP-ST-CO_02372
CL2955Contig1	HCGP-ST-CO_02373
CL2956Contig1	HCGP-ST-CO_02374
CL2957Contig1	HCGP-ST-CO_02375
CL2959Contig1	HCGP-ST-CO_02376
CL295Contig1	HCGP-ST-CO_02377
CL295Contig2	HCGP-ST-CO_02378
CL2961Contig1	HCGP-ST-CO_02379
CL2962Contig1	HCGP-ST-CO_02380
CL2963Contig1	HCGP-ST-CO_02381
CL2964Contig1	HCGP-ST-CO_02382
CL2965Contig1	HCGP-ST-CO_02383
CL2966Contig1	HCGP-ST-CO_02384
CL2967Contig1	HCGP-ST-CO_02385
CL2968Contig1	HCGP-ST-CO_02386
CL2969Contig1	HCGP-ST-CO_02387
CL296Contig1	HCGP-ST-CO_02388
CL2970Contig1	HCGP-ST-CO_02389
CL2971Contig1	HCGP-ST-CO_02390
CL2972Contig1	HCGP-ST-CO_02391
CL2973Contig1	HCGP-ST-CO_02392
CL2974Contig1	HCGP-ST-CO_02393
CL2975Contig1	HCGP-ST-CO_02394
CL2976Contig1	HCGP-ST-CO_02395
CL2977Contig1	HCGP-ST-CO_02396
CL2978Contig1	HCGP-ST-CO_02397
CL2979Contig1	HCGP-ST-CO_02398
CL297Contig1	HCGP-ST-CO_02399
CL2980Contig1	HCGP-ST-CO_02400
CL2981Contig1	HCGP-ST-CO_02401
CL2982Contig1	HCGP-ST-CO_02402
CL2983Contig1	HCGP-ST-CO_02403
CL2984Contig1	HCGP-ST-CO_02404
CL2985Contig1	HCGP-ST-CO_02405
CL2986Contig1	HCGP-ST-CO_02406
CL2987Contig1	HCGP-ST-CO_02407
CL2988Contig1	HCGP-ST-CO_02408
CL2989Contig1	HCGP-ST-CO_02409
CL298Contig1	HCGP-ST-CO_02410
CL2990Contig1	HCGP-ST-CO_02411
CL2991Contig1	HCGP-ST-CO_02412
CL2992Contig1	HCGP-ST-CO_02413
CL2993Contig1	HCGP-ST-CO_02414
CL2994Contig1	HCGP-ST-CO_02415
CL2995Contig1	HCGP-ST-CO_02416
CL2996Contig1	HCGP-ST-CO_02417
CL2997Contig1	HCGP-ST-CO_02418
CL2998Contig1	HCGP-ST-CO_02419
CL2999Contig1	HCGP-ST-CO_02420
CL299Contig1	HCGP-ST-CO_02421
CL29Contig1	HCGP-ST-CO_02422
CL29Contig2	HCGP-ST-CO_02423
CL29Contig3	HCGP-ST-CO_02424
CL29Contig4	HCGP-ST-CO_02425
CL2Contig1	HCGP-ST-CO_02426
CL2Contig4	HCGP-ST-CO_02427
CL2Contig5	HCGP-ST-CO_02428
CL3001Contig1	HCGP-ST-CO_02429
CL3002Contig1	HCGP-ST-CO_02430
CL3003Contig1	HCGP-ST-CO_02431
CL3004Contig1	HCGP-ST-CO_02432
CL3005Contig1	HCGP-ST-CO_02433
CL3007Contig1	HCGP-ST-CO_02434
CL3008Contig1	HCGP-ST-CO_02435
CL3009Contig1	HCGP-ST-CO_02436
CL300Contig1	HCGP-ST-CO_02437
CL3010Contig1	HCGP-ST-CO_02438
CL3011Contig1	HCGP-ST-CO_02439
CL3013Contig1	HCGP-ST-CO_02440
CL3014Contig1	HCGP-ST-CO_02441
CL3015Contig1	HCGP-ST-CO_02442
CL3016Contig1	HCGP-ST-CO_02443
CL3017Contig1	HCGP-ST-CO_02444
CL3019Contig1	HCGP-ST-CO_02445
CL301Contig1	HCGP-ST-CO_02446
CL3020Contig1	HCGP-ST-CO_02447
CL3023Contig1	HCGP-ST-CO_02448
CL3024Contig1	HCGP-ST-CO_02449
CL3025Contig1	HCGP-ST-CO_02450
CL3026Contig1	HCGP-ST-CO_02451
CL3027Contig1	HCGP-ST-CO_02452
CL3028Contig1	HCGP-ST-CO_02453
CL3029Contig1	HCGP-ST-CO_02454
CL302Contig1	HCGP-ST-CO_02455
CL3031Contig1	HCGP-ST-CO_02456
CL3032Contig1	HCGP-ST-CO_02457
