#TGICL_NAME	CONTIG_NAME
CL491Contig1	HCGP-NN-CO_04310
CL4921Contig1	HCGP-NN-CO_04311
CL4923Contig1	HCGP-NN-CO_04312
CL4924Contig1	HCGP-NN-CO_04313
CL4925Contig1	HCGP-NN-CO_04314
CL4926Contig1	HCGP-NN-CO_04315
CL4927Contig1	HCGP-NN-CO_04316
CL4928Contig1	HCGP-NN-CO_04317
CL4929Contig1	HCGP-NN-CO_04318
CL492Contig1	HCGP-NN-CO_04319
CL4930Contig1	HCGP-NN-CO_04320
CL4931Contig1	HCGP-NN-CO_04321
CL4933Contig1	HCGP-NN-CO_04322
CL4934Contig1	HCGP-NN-CO_04323
CL4935Contig1	HCGP-NN-CO_04324
CL4936Contig1	HCGP-NN-CO_04325
CL4938Contig1	HCGP-NN-CO_04326
CL4939Contig1	HCGP-NN-CO_04327
CL493Contig1	HCGP-NN-CO_04328
CL4940Contig1	HCGP-NN-CO_04329
CL4941Contig1	HCGP-NN-CO_04330
CL4942Contig1	HCGP-NN-CO_04331
CL4943Contig1	HCGP-NN-CO_04332
CL4944Contig1	HCGP-NN-CO_04333
CL4946Contig1	HCGP-NN-CO_04334
CL4947Contig1	HCGP-NN-CO_04335
CL4948Contig1	HCGP-NN-CO_04336
CL4949Contig1	HCGP-NN-CO_04337
CL494Contig1	HCGP-NN-CO_04338
CL4950Contig1	HCGP-NN-CO_04339
CL4951Contig1	HCGP-NN-CO_04340
CL4952Contig1	HCGP-NN-CO_04341
CL4953Contig1	HCGP-NN-CO_04342
CL4954Contig1	HCGP-NN-CO_04343
CL4955Contig1	HCGP-NN-CO_04344
CL4956Contig1	HCGP-NN-CO_04345
CL4959Contig1	HCGP-NN-CO_04346
CL495Contig1	HCGP-NN-CO_04347
CL4961Contig1	HCGP-NN-CO_04348
CL4962Contig1	HCGP-NN-CO_04349
CL4963Contig1	HCGP-NN-CO_04350
CL4964Contig1	HCGP-NN-CO_04351
CL4965Contig1	HCGP-NN-CO_04352
CL4966Contig1	HCGP-NN-CO_04353
CL4967Contig1	HCGP-NN-CO_04354
CL4968Contig1	HCGP-NN-CO_04355
CL4969Contig1	HCGP-NN-CO_04356
CL496Contig1	HCGP-NN-CO_04357
CL4970Contig1	HCGP-NN-CO_04358
CL4971Contig1	HCGP-NN-CO_04359
CL4972Contig1	HCGP-NN-CO_04360
CL4973Contig1	HCGP-NN-CO_04361
CL4974Contig1	HCGP-NN-CO_04362
CL4975Contig1	HCGP-NN-CO_04363
CL4976Contig1	HCGP-NN-CO_04364
CL4977Contig1	HCGP-NN-CO_04365
CL4978Contig1	HCGP-NN-CO_04366
CL4979Contig1	HCGP-NN-CO_04367
CL497Contig1	HCGP-NN-CO_04368
CL4980Contig1	HCGP-NN-CO_04369
CL4981Contig1	HCGP-NN-CO_04370
CL4982Contig1	HCGP-NN-CO_04371
CL4983Contig1	HCGP-NN-CO_04372
CL4984Contig1	HCGP-NN-CO_04373
CL4985Contig1	HCGP-NN-CO_04374
CL4986Contig1	HCGP-NN-CO_04375
CL4987Contig1	HCGP-NN-CO_04376
CL4989Contig1	HCGP-NN-CO_04377
CL498Contig1	HCGP-NN-CO_04378
CL4991Contig1	HCGP-NN-CO_04379
CL4992Contig1	HCGP-NN-CO_04380
CL4993Contig1	HCGP-NN-CO_04381
CL4994Contig1	HCGP-NN-CO_04382
CL4995Contig1	HCGP-NN-CO_04383
CL4996Contig1	HCGP-NN-CO_04384
CL4997Contig1	HCGP-NN-CO_04385
CL4998Contig1	HCGP-NN-CO_04386
CL4999Contig1	HCGP-NN-CO_04387
CL499Contig1	HCGP-NN-CO_04388
CL49Contig1	HCGP-NN-CO_04389
CL4Contig1	HCGP-NN-CO_04390
CL4Contig10	HCGP-NN-CO_04391
CL4Contig11	HCGP-NN-CO_04392
CL4Contig12	HCGP-NN-CO_04393
CL4Contig13	HCGP-NN-CO_04394
CL4Contig14	HCGP-NN-CO_04395
CL4Contig15	HCGP-NN-CO_04396
CL4Contig16	HCGP-NN-CO_04397
CL4Contig17	HCGP-NN-CO_04398
CL4Contig18	HCGP-NN-CO_04399
CL4Contig19	HCGP-NN-CO_04400
CL4Contig2	HCGP-NN-CO_04401
CL4Contig20	HCGP-NN-CO_04402
CL4Contig21	HCGP-NN-CO_04403
CL4Contig22	HCGP-NN-CO_04404
CL4Contig23	HCGP-NN-CO_04405
CL4Contig24	HCGP-NN-CO_04406
CL4Contig25	HCGP-NN-CO_04407
CL4Contig26	HCGP-NN-CO_04408
CL4Contig27	HCGP-NN-CO_04409
CL4Contig28	HCGP-NN-CO_04410
CL4Contig29	HCGP-NN-CO_04411
CL4Contig3	HCGP-NN-CO_04412
CL4Contig30	HCGP-NN-CO_04413
CL4Contig31	HCGP-NN-CO_04414
CL4Contig32	HCGP-NN-CO_04415
CL4Contig33	HCGP-NN-CO_04416
CL4Contig34	HCGP-NN-CO_04417
CL4Contig35	HCGP-NN-CO_04418
CL4Contig36	HCGP-NN-CO_04419
CL4Contig37	HCGP-NN-CO_04420
CL4Contig38	HCGP-NN-CO_04421
CL4Contig39	HCGP-NN-CO_04422
CL4Contig4	HCGP-NN-CO_04423
CL4Contig40	HCGP-NN-CO_04424
CL4Contig41	HCGP-NN-CO_04425
CL4Contig42	HCGP-NN-CO_04426
CL4Contig43	HCGP-NN-CO_04427
CL4Contig44	HCGP-NN-CO_04428
CL4Contig45	HCGP-NN-CO_04429
CL4Contig46	HCGP-NN-CO_04430
CL4Contig47	HCGP-NN-CO_04431
CL4Contig48	HCGP-NN-CO_04432
CL4Contig49	HCGP-NN-CO_04433
CL4Contig5	HCGP-NN-CO_04434
CL4Contig6	HCGP-NN-CO_04435
CL4Contig7	HCGP-NN-CO_04436
CL4Contig8	HCGP-NN-CO_04437
CL4Contig9	HCGP-NN-CO_04438
CL5000Contig1	HCGP-NN-CO_04439
CL5001Contig1	HCGP-NN-CO_04440
CL5002Contig1	HCGP-NN-CO_04441
CL5003Contig1	HCGP-NN-CO_04442
CL5004Contig1	HCGP-NN-CO_04443
CL5005Contig1	HCGP-NN-CO_04444
CL5006Contig1	HCGP-NN-CO_04445
CL5008Contig1	HCGP-NN-CO_04446
CL5009Contig1	HCGP-NN-CO_04447
CL500Contig1	HCGP-NN-CO_04448
CL5010Contig1	HCGP-NN-CO_04449
CL5011Contig1	HCGP-NN-CO_04450
CL5012Contig1	HCGP-NN-CO_04451
CL5013Contig1	HCGP-NN-CO_04452
CL5014Contig1	HCGP-NN-CO_04453
CL5015Contig1	HCGP-NN-CO_04454
CL5016Contig1	HCGP-NN-CO_04455
CL5017Contig1	HCGP-NN-CO_04456
CL5018Contig1	HCGP-NN-CO_04457
CL5019Contig1	HCGP-NN-CO_04458
CL501Contig1	HCGP-NN-CO_04459
CL5020Contig1	HCGP-NN-CO_04460
CL5021Contig1	HCGP-NN-CO_04461
CL5022Contig1	HCGP-NN-CO_04462
CL5023Contig1	HCGP-NN-CO_04463
CL5024Contig1	HCGP-NN-CO_04464
CL5025Contig1	HCGP-NN-CO_04465
CL5026Contig1	HCGP-NN-CO_04466
CL5028Contig1	HCGP-NN-CO_04467
CL5029Contig1	HCGP-NN-CO_04468
CL502Contig1	HCGP-NN-CO_04469
CL5030Contig1	HCGP-NN-CO_04470
CL5031Contig1	HCGP-NN-CO_04471
CL5032Contig1	HCGP-NN-CO_04472
CL5033Contig1	HCGP-NN-CO_04473
CL5034Contig1	HCGP-NN-CO_04474
CL5035Contig1	HCGP-NN-CO_04475
CL5037Contig1	HCGP-NN-CO_04476
CL5038Contig1	HCGP-NN-CO_04477
CL503Contig1	HCGP-NN-CO_04478
CL5040Contig1	HCGP-NN-CO_04479
CL5041Contig1	HCGP-NN-CO_04480
CL5042Contig1	HCGP-NN-CO_04481
CL5043Contig1	HCGP-NN-CO_04482
CL5044Contig1	HCGP-NN-CO_04483
CL5046Contig1	HCGP-NN-CO_04484
CL5047Contig1	HCGP-NN-CO_04485
CL5048Contig1	HCGP-NN-CO_04486
CL5049Contig1	HCGP-NN-CO_04487
CL504Contig1	HCGP-NN-CO_04488
CL504Contig2	HCGP-NN-CO_04489
CL504Contig3	HCGP-NN-CO_04490
CL5050Contig1	HCGP-NN-CO_04491
CL5051Contig1	HCGP-NN-CO_04492
CL5052Contig1	HCGP-NN-CO_04493
CL5053Contig1	HCGP-NN-CO_04494
CL5054Contig1	HCGP-NN-CO_04495
CL5056Contig1	HCGP-NN-CO_04496
CL5057Contig1	HCGP-NN-CO_04497
CL5058Contig1	HCGP-NN-CO_04498
CL5059Contig1	HCGP-NN-CO_04499
CL505Contig1	HCGP-NN-CO_04500
CL505Contig2	HCGP-NN-CO_04501
CL5060Contig1	HCGP-NN-CO_04502
CL5061Contig1	HCGP-NN-CO_04503
CL5062Contig1	HCGP-NN-CO_04504
CL5063Contig1	HCGP-NN-CO_04505
CL5064Contig1	HCGP-NN-CO_04506
CL5065Contig1	HCGP-NN-CO_04507
CL5066Contig1	HCGP-NN-CO_04508
CL5067Contig1	HCGP-NN-CO_04509
CL5068Contig1	HCGP-NN-CO_04510
CL5069Contig1	HCGP-NN-CO_04511
CL506Contig1	HCGP-NN-CO_04512
CL5070Contig1	HCGP-NN-CO_04513
CL5071Contig1	HCGP-NN-CO_04514
CL5072Contig1	HCGP-NN-CO_04515
CL5073Contig1	HCGP-NN-CO_04516
CL5074Contig1	HCGP-NN-CO_04517
CL5075Contig1	HCGP-NN-CO_04518
CL5076Contig1	HCGP-NN-CO_04519
CL5077Contig1	HCGP-NN-CO_04520
CL5078Contig1	HCGP-NN-CO_04521
CL5079Contig1	HCGP-NN-CO_04522
CL507Contig1	HCGP-NN-CO_04523
CL5080Contig1	HCGP-NN-CO_04524
CL5082Contig1	HCGP-NN-CO_04525
CL5083Contig1	HCGP-NN-CO_04526
CL5084Contig1	HCGP-NN-CO_04527
CL5085Contig1	HCGP-NN-CO_04528
CL5086Contig1	HCGP-NN-CO_04529
CL5087Contig1	HCGP-NN-CO_04530
CL5088Contig1	HCGP-NN-CO_04531
CL5089Contig1	HCGP-NN-CO_04532
CL508Contig1	HCGP-NN-CO_04533
CL5090Contig1	HCGP-NN-CO_04534
CL5091Contig1	HCGP-NN-CO_04535
CL5092Contig1	HCGP-NN-CO_04536
CL5093Contig1	HCGP-NN-CO_04537
CL5094Contig1	HCGP-NN-CO_04538
CL5095Contig1	HCGP-NN-CO_04539
CL5096Contig1	HCGP-NN-CO_04540
CL5097Contig1	HCGP-NN-CO_04541
CL5098Contig1	HCGP-NN-CO_04542
CL5099Contig1	HCGP-NN-CO_04543
CL509Contig1	HCGP-NN-CO_04544
CL5100Contig1	HCGP-NN-CO_04545
CL5101Contig1	HCGP-NN-CO_04546
CL5103Contig1	HCGP-NN-CO_04547
CL5104Contig1	HCGP-NN-CO_04548
CL5105Contig1	HCGP-NN-CO_04549
CL5106Contig1	HCGP-NN-CO_04550
CL5107Contig1	HCGP-NN-CO_04551
CL5108Contig1	HCGP-NN-CO_04552
CL5109Contig1	HCGP-NN-CO_04553
CL510Contig1	HCGP-NN-CO_04554
CL5110Contig1	HCGP-NN-CO_04555
CL5111Contig1	HCGP-NN-CO_04556
CL5112Contig1	HCGP-NN-CO_04557
CL5113Contig1	HCGP-NN-CO_04558
CL5114Contig1	HCGP-NN-CO_04559
CL5115Contig1	HCGP-NN-CO_04560
CL5116Contig1	HCGP-NN-CO_04561
CL5117Contig1	HCGP-NN-CO_04562
CL5118Contig1	HCGP-NN-CO_04563
CL5119Contig1	HCGP-NN-CO_04564
CL511Contig1	HCGP-NN-CO_04565
CL5120Contig1	HCGP-NN-CO_04566
CL5121Contig1	HCGP-NN-CO_04567
CL5122Contig1	HCGP-NN-CO_04568
CL5123Contig1	HCGP-NN-CO_04569
CL5124Contig1	HCGP-NN-CO_04570
CL5125Contig1	HCGP-NN-CO_04571
CL5126Contig1	HCGP-NN-CO_04572
CL5127Contig1	HCGP-NN-CO_04573
CL5128Contig1	HCGP-NN-CO_04574
CL512Contig1	HCGP-NN-CO_04575
CL5130Contig1	HCGP-NN-CO_04576
CL5131Contig1	HCGP-NN-CO_04577
CL5132Contig1	HCGP-NN-CO_04578
CL5133Contig1	HCGP-NN-CO_04579
CL5134Contig1	HCGP-NN-CO_04580
CL5135Contig1	HCGP-NN-CO_04581
CL5136Contig1	HCGP-NN-CO_04582
CL5137Contig1	HCGP-NN-CO_04583
CL5139Contig1	HCGP-NN-CO_04584
CL513Contig1	HCGP-NN-CO_04585
CL5141Contig1	HCGP-NN-CO_04586
CL5142Contig1	HCGP-NN-CO_04587
CL5143Contig1	HCGP-NN-CO_04588
CL5144Contig1	HCGP-NN-CO_04589
CL5145Contig1	HCGP-NN-CO_04590
CL5147Contig1	HCGP-NN-CO_04591
CL5148Contig1	HCGP-NN-CO_04592
CL5149Contig1	HCGP-NN-CO_04593
CL514Contig1	HCGP-NN-CO_04594
CL514Contig2	HCGP-NN-CO_04595
CL5150Contig1	HCGP-NN-CO_04596
CL5151Contig1	HCGP-NN-CO_04597
CL5152Contig1	HCGP-NN-CO_04598
CL5153Contig1	HCGP-NN-CO_04599
CL5154Contig1	HCGP-NN-CO_04600
CL5155Contig1	HCGP-NN-CO_04601
CL5156Contig1	HCGP-NN-CO_04602
CL5157Contig1	HCGP-NN-CO_04603
CL5158Contig1	HCGP-NN-CO_04604
CL5159Contig1	HCGP-NN-CO_04605
CL515Contig1	HCGP-NN-CO_04606
CL515Contig2	HCGP-NN-CO_04607
CL5160Contig1	HCGP-NN-CO_04608
CL5161Contig1	HCGP-NN-CO_04609
CL5163Contig1	HCGP-NN-CO_04610
CL5164Contig1	HCGP-NN-CO_04611
CL5165Contig1	HCGP-NN-CO_04612
CL5166Contig1	HCGP-NN-CO_04613
CL5167Contig1	HCGP-NN-CO_04614
CL5168Contig1	HCGP-NN-CO_04615
CL5169Contig1	HCGP-NN-CO_04616
CL516Contig1	HCGP-NN-CO_04617
CL5170Contig1	HCGP-NN-CO_04618
CL5171Contig1	HCGP-NN-CO_04619
CL5172Contig1	HCGP-NN-CO_04620
CL5173Contig1	HCGP-NN-CO_04621
CL5174Contig1	HCGP-NN-CO_04622
CL5175Contig1	HCGP-NN-CO_04623
CL5176Contig1	HCGP-NN-CO_04624
CL5177Contig1	HCGP-NN-CO_04625
CL5178Contig1	HCGP-NN-CO_04626
CL5179Contig1	HCGP-NN-CO_04627
CL517Contig1	HCGP-NN-CO_04628
CL5181Contig1	HCGP-NN-CO_04629
CL5182Contig1	HCGP-NN-CO_04630
CL5183Contig1	HCGP-NN-CO_04631
CL5184Contig1	HCGP-NN-CO_04632
CL5185Contig1	HCGP-NN-CO_04633
CL5186Contig1	HCGP-NN-CO_04634
CL5187Contig1	HCGP-NN-CO_04635
CL5188Contig1	HCGP-NN-CO_04636
CL5189Contig1	HCGP-NN-CO_04637
CL518Contig1	HCGP-NN-CO_04638
CL5190Contig1	HCGP-NN-CO_04639
CL5191Contig1	HCGP-NN-CO_04640
CL5192Contig1	HCGP-NN-CO_04641
CL5193Contig1	HCGP-NN-CO_04642
CL5194Contig1	HCGP-NN-CO_04643
CL5195Contig1	HCGP-NN-CO_04644
CL5196Contig1	HCGP-NN-CO_04645
CL5197Contig1	HCGP-NN-CO_04646
CL5198Contig1	HCGP-NN-CO_04647
CL5199Contig1	HCGP-NN-CO_04648
CL519Contig1	HCGP-NN-CO_04649
CL519Contig2	HCGP-NN-CO_04650
CL51Contig1	HCGP-NN-CO_04651
CL51Contig2	HCGP-NN-CO_04652
CL51Contig3	HCGP-NN-CO_04653
CL5200Contig1	HCGP-NN-CO_04654
CL5201Contig1	HCGP-NN-CO_04655
CL5202Contig1	HCGP-NN-CO_04656
CL5203Contig1	HCGP-NN-CO_04657
CL5204Contig1	HCGP-NN-CO_04658
CL5205Contig1	HCGP-NN-CO_04659
CL5206Contig1	HCGP-NN-CO_04660
CL5207Contig1	HCGP-NN-CO_04661
CL5208Contig1	HCGP-NN-CO_04662
CL5209Contig1	HCGP-NN-CO_04663
CL520Contig1	HCGP-NN-CO_04664
CL5210Contig1	HCGP-NN-CO_04665
CL5211Contig1	HCGP-NN-CO_04666
CL5212Contig1	HCGP-NN-CO_04667
CL5213Contig1	HCGP-NN-CO_04668
CL5214Contig1	HCGP-NN-CO_04669
CL5215Contig1	HCGP-NN-CO_04670
CL5216Contig1	HCGP-NN-CO_04671
CL5217Contig1	HCGP-NN-CO_04672
CL5218Contig1	HCGP-NN-CO_04673
CL5219Contig1	HCGP-NN-CO_04674
CL521Contig1	HCGP-NN-CO_04675
CL521Contig2	HCGP-NN-CO_04676
CL5220Contig1	HCGP-NN-CO_04677
CL5221Contig1	HCGP-NN-CO_04678
CL5222Contig1	HCGP-NN-CO_04679
CL5223Contig1	HCGP-NN-CO_04680
CL5224Contig1	HCGP-NN-CO_04681
CL5225Contig1	HCGP-NN-CO_04682
CL5226Contig1	HCGP-NN-CO_04683
CL5227Contig1	HCGP-NN-CO_04684
CL5228Contig1	HCGP-NN-CO_04685
CL5229Contig1	HCGP-NN-CO_04686
CL522Contig1	HCGP-NN-CO_04687
CL5230Contig1	HCGP-NN-CO_04688
CL5231Contig1	HCGP-NN-CO_04689
CL5232Contig1	HCGP-NN-CO_04690
CL5233Contig1	HCGP-NN-CO_04691
CL5234Contig1	HCGP-NN-CO_04692
CL5235Contig1	HCGP-NN-CO_04693
CL5236Contig1	HCGP-NN-CO_04694
CL5237Contig1	HCGP-NN-CO_04695
CL5238Contig1	HCGP-NN-CO_04696
CL5239Contig1	HCGP-NN-CO_04697
CL523Contig1	HCGP-NN-CO_04698
CL5240Contig1	HCGP-NN-CO_04699
CL5241Contig1	HCGP-NN-CO_04700
CL5242Contig1	HCGP-NN-CO_04701
CL5244Contig1	HCGP-NN-CO_04702
CL5245Contig1	HCGP-NN-CO_04703
CL5246Contig1	HCGP-NN-CO_04704
CL5247Contig1	HCGP-NN-CO_04705
CL5249Contig1	HCGP-NN-CO_04706
CL524Contig1	HCGP-NN-CO_04707
CL5250Contig1	HCGP-NN-CO_04708
CL5251Contig1	HCGP-NN-CO_04709
CL5252Contig1	HCGP-NN-CO_04710
CL5253Contig1	HCGP-NN-CO_04711
CL5255Contig1	HCGP-NN-CO_04712
CL5256Contig1	HCGP-NN-CO_04713
CL5257Contig1	HCGP-NN-CO_04714
CL5258Contig1	HCGP-NN-CO_04715
CL5259Contig1	HCGP-NN-CO_04716
CL525Contig1	HCGP-NN-CO_04717
CL5260Contig1	HCGP-NN-CO_04718
CL5261Contig1	HCGP-NN-CO_04719
CL5262Contig1	HCGP-NN-CO_04720
CL5263Contig1	HCGP-NN-CO_04721
CL5264Contig1	HCGP-NN-CO_04722
CL5265Contig1	HCGP-NN-CO_04723
CL5266Contig1	HCGP-NN-CO_04724
CL5267Contig1	HCGP-NN-CO_04725
CL5268Contig1	HCGP-NN-CO_04726
CL5269Contig1	HCGP-NN-CO_04727
CL526Contig1	HCGP-NN-CO_04728
CL5270Contig1	HCGP-NN-CO_04729
CL5271Contig1	HCGP-NN-CO_04730
CL5272Contig1	HCGP-NN-CO_04731
CL5273Contig1	HCGP-NN-CO_04732
CL5274Contig1	HCGP-NN-CO_04733
CL5275Contig1	HCGP-NN-CO_04734
CL5276Contig1	HCGP-NN-CO_04735
CL5277Contig1	HCGP-NN-CO_04736
CL5278Contig1	HCGP-NN-CO_04737
CL527Contig1	HCGP-NN-CO_04738
CL5280Contig1	HCGP-NN-CO_04739
CL5281Contig1	HCGP-NN-CO_04740
CL5282Contig1	HCGP-NN-CO_04741
CL5283Contig1	HCGP-NN-CO_04742
CL5284Contig1	HCGP-NN-CO_04743
CL5285Contig1	HCGP-NN-CO_04744
CL5286Contig1	HCGP-NN-CO_04745
CL5287Contig1	HCGP-NN-CO_04746
CL5288Contig1	HCGP-NN-CO_04747
CL5289Contig1	HCGP-NN-CO_04748
CL528Contig1	HCGP-NN-CO_04749
CL5290Contig1	HCGP-NN-CO_04750
CL5291Contig1	HCGP-NN-CO_04751
CL5292Contig1	HCGP-NN-CO_04752
CL5295Contig1	HCGP-NN-CO_04753
CL5296Contig1	HCGP-NN-CO_04754
CL5297Contig1	HCGP-NN-CO_04755
CL5298Contig1	HCGP-NN-CO_04756
CL5299Contig1	HCGP-NN-CO_04757
CL529Contig1	HCGP-NN-CO_04758
CL529Contig2	HCGP-NN-CO_04759
CL52Contig1	HCGP-NN-CO_04760
CL5300Contig1	HCGP-NN-CO_04761
CL5301Contig1	HCGP-NN-CO_04762
CL5302Contig1	HCGP-NN-CO_04763
CL5303Contig1	HCGP-NN-CO_04764
CL5304Contig1	HCGP-NN-CO_04765
CL5305Contig1	HCGP-NN-CO_04766
CL5306Contig1	HCGP-NN-CO_04767
CL5307Contig1	HCGP-NN-CO_04768
CL5308Contig1	HCGP-NN-CO_04769
CL5309Contig1	HCGP-NN-CO_04770
CL530Contig1	HCGP-NN-CO_04771
CL5310Contig1	HCGP-NN-CO_04772
CL5311Contig1	HCGP-NN-CO_04773
CL5312Contig1	HCGP-NN-CO_04774
CL5313Contig1	HCGP-NN-CO_04775
CL5314Contig1	HCGP-NN-CO_04776
CL5315Contig1	HCGP-NN-CO_04777
CL5316Contig1	HCGP-NN-CO_04778
CL5317Contig1	HCGP-NN-CO_04779
CL5318Contig1	HCGP-NN-CO_04780
CL5319Contig1	HCGP-NN-CO_04781
CL531Contig1	HCGP-NN-CO_04782
CL5320Contig1	HCGP-NN-CO_04783
CL5321Contig1	HCGP-NN-CO_04784
CL5322Contig1	HCGP-NN-CO_04785
CL5323Contig1	HCGP-NN-CO_04786
CL5324Contig1	HCGP-NN-CO_04787
CL5325Contig1	HCGP-NN-CO_04788
CL5326Contig1	HCGP-NN-CO_04789
CL5327Contig1	HCGP-NN-CO_04790
CL5328Contig1	HCGP-NN-CO_04791
CL5329Contig1	HCGP-NN-CO_04792
CL532Contig1	HCGP-NN-CO_04793
CL532Contig2	HCGP-NN-CO_04794
CL5330Contig1	HCGP-NN-CO_04795
CL5331Contig1	HCGP-NN-CO_04796
CL5333Contig1	HCGP-NN-CO_04797
CL5334Contig1	HCGP-NN-CO_04798
CL5335Contig1	HCGP-NN-CO_04799
CL5336Contig1	HCGP-NN-CO_04800
CL5337Contig1	HCGP-NN-CO_04801
CL5338Contig1	HCGP-NN-CO_04802
CL5339Contig1	HCGP-NN-CO_04803
CL533Contig1	HCGP-NN-CO_04804
CL533Contig2	HCGP-NN-CO_04805
CL5340Contig1	HCGP-NN-CO_04806
CL5341Contig1	HCGP-NN-CO_04807
CL5342Contig1	HCGP-NN-CO_04808
CL5343Contig1	HCGP-NN-CO_04809
CL5344Contig1	HCGP-NN-CO_04810
CL5347Contig1	HCGP-NN-CO_04811
CL5348Contig1	HCGP-NN-CO_04812
CL5349Contig1	HCGP-NN-CO_04813
CL534Contig1	HCGP-NN-CO_04814
CL5350Contig1	HCGP-NN-CO_04815
CL5351Contig1	HCGP-NN-CO_04816
CL5352Contig1	HCGP-NN-CO_04817
CL5353Contig1	HCGP-NN-CO_04818
CL5354Contig1	HCGP-NN-CO_04819
CL5355Contig1	HCGP-NN-CO_04820
CL5356Contig1	HCGP-NN-CO_04821
CL5357Contig1	HCGP-NN-CO_04822
CL5358Contig1	HCGP-NN-CO_04823
CL5359Contig1	HCGP-NN-CO_04824
CL535Contig1	HCGP-NN-CO_04825
CL5360Contig1	HCGP-NN-CO_04826
CL5361Contig1	HCGP-NN-CO_04827
CL5362Contig1	HCGP-NN-CO_04828
CL5363Contig1	HCGP-NN-CO_04829
CL5364Contig1	HCGP-NN-CO_04830
CL5365Contig1	HCGP-NN-CO_04831
CL5367Contig1	HCGP-NN-CO_04832
CL5368Contig1	HCGP-NN-CO_04833
CL5369Contig1	HCGP-NN-CO_04834
CL536Contig1	HCGP-NN-CO_04835
CL5370Contig1	HCGP-NN-CO_04836
CL5371Contig1	HCGP-NN-CO_04837
CL5373Contig1	HCGP-NN-CO_04838
CL5374Contig1	HCGP-NN-CO_04839
CL5375Contig1	HCGP-NN-CO_04840
CL5376Contig1	HCGP-NN-CO_04841
CL5377Contig1	HCGP-NN-CO_04842
CL5378Contig1	HCGP-NN-CO_04843
CL5379Contig1	HCGP-NN-CO_04844
CL537Contig1	HCGP-NN-CO_04845
CL5380Contig1	HCGP-NN-CO_04846
CL5381Contig1	HCGP-NN-CO_04847
CL5382Contig1	HCGP-NN-CO_04848
CL5383Contig1	HCGP-NN-CO_04849
CL5384Contig1	HCGP-NN-CO_04850
CL5385Contig1	HCGP-NN-CO_04851
CL5387Contig1	HCGP-NN-CO_04852
CL5388Contig1	HCGP-NN-CO_04853
CL5389Contig1	HCGP-NN-CO_04854
CL538Contig1	HCGP-NN-CO_04855
CL5390Contig1	HCGP-NN-CO_04856
CL5391Contig1	HCGP-NN-CO_04857
CL5392Contig1	HCGP-NN-CO_04858
CL5393Contig1	HCGP-NN-CO_04859
CL5394Contig1	HCGP-NN-CO_04860
CL5395Contig1	HCGP-NN-CO_04861
CL5396Contig1	HCGP-NN-CO_04862
CL5397Contig1	HCGP-NN-CO_04863
CL5398Contig1	HCGP-NN-CO_04864
CL5399Contig1	HCGP-NN-CO_04865
CL539Contig1	HCGP-NN-CO_04866
CL53Contig1	HCGP-NN-CO_04867
CL53Contig2	HCGP-NN-CO_04868
CL53Contig3	HCGP-NN-CO_04869
CL5400Contig1	HCGP-NN-CO_04870
CL5401Contig1	HCGP-NN-CO_04871
CL5402Contig1	HCGP-NN-CO_04872
CL5403Contig1	HCGP-NN-CO_04873
CL5404Contig1	HCGP-NN-CO_04874
CL5405Contig1	HCGP-NN-CO_04875
CL5406Contig1	HCGP-NN-CO_04876
CL5407Contig1	HCGP-NN-CO_04877
CL5408Contig1	HCGP-NN-CO_04878
CL5409Contig1	HCGP-NN-CO_04879
CL540Contig1	HCGP-NN-CO_04880
CL5410Contig1	HCGP-NN-CO_04881
CL5411Contig1	HCGP-NN-CO_04882
CL5412Contig1	HCGP-NN-CO_04883
CL5413Contig1	HCGP-NN-CO_04884
CL5414Contig1	HCGP-NN-CO_04885
CL5415Contig1	HCGP-NN-CO_04886
CL5416Contig1	HCGP-NN-CO_04887
CL5417Contig1	HCGP-NN-CO_04888
CL5418Contig1	HCGP-NN-CO_04889
CL5419Contig1	HCGP-NN-CO_04890
CL541Contig1	HCGP-NN-CO_04891
CL5420Contig1	HCGP-NN-CO_04892
CL5421Contig1	HCGP-NN-CO_04893
CL5422Contig1	HCGP-NN-CO_04894
CL5423Contig1	HCGP-NN-CO_04895
CL5424Contig1	HCGP-NN-CO_04896
CL5425Contig1	HCGP-NN-CO_04897
CL5426Contig1	HCGP-NN-CO_04898
CL5427Contig1	HCGP-NN-CO_04899
CL5428Contig1	HCGP-NN-CO_04900
CL542Contig1	HCGP-NN-CO_04901
CL542Contig2	HCGP-NN-CO_04902
CL5430Contig1	HCGP-NN-CO_04903
CL5431Contig1	HCGP-NN-CO_04904
CL5432Contig1	HCGP-NN-CO_04905
CL5433Contig1	HCGP-NN-CO_04906
CL5434Contig1	HCGP-NN-CO_04907
CL5435Contig1	HCGP-NN-CO_04908
CL5436Contig1	HCGP-NN-CO_04909
CL5437Contig1	HCGP-NN-CO_04910
CL5438Contig1	HCGP-NN-CO_04911
CL5439Contig1	HCGP-NN-CO_04912
CL543Contig1	HCGP-NN-CO_04913
CL5440Contig1	HCGP-NN-CO_04914
CL5442Contig1	HCGP-NN-CO_04915
CL5443Contig1	HCGP-NN-CO_04916
CL5444Contig1	HCGP-NN-CO_04917
CL5445Contig1	HCGP-NN-CO_04918
CL5446Contig1	HCGP-NN-CO_04919
CL5447Contig1	HCGP-NN-CO_04920
CL5448Contig1	HCGP-NN-CO_04921
CL5449Contig1	HCGP-NN-CO_04922
