#TGICL_NAME	CONTIG_NAME
CL684Contig1	HCGP-NT-CO_04296
CL685Contig1	HCGP-NT-CO_04297
CL685Contig2	HCGP-NT-CO_04298
CL686Contig1	HCGP-NT-CO_04299
CL687Contig1	HCGP-NT-CO_04300
CL688Contig1	HCGP-NT-CO_04301
CL689Contig1	HCGP-NT-CO_04302
CL68Contig1	HCGP-NT-CO_04303
CL690Contig1	HCGP-NT-CO_04304
CL691Contig1	HCGP-NT-CO_04305
CL692Contig1	HCGP-NT-CO_04306
CL693Contig1	HCGP-NT-CO_04307
CL694Contig1	HCGP-NT-CO_04308
CL695Contig1	HCGP-NT-CO_04309
CL696Contig1	HCGP-NT-CO_04310
CL697Contig1	HCGP-NT-CO_04311
CL698Contig1	HCGP-NT-CO_04312
CL69Contig1	HCGP-NT-CO_04313
CL6Contig1	HCGP-NT-CO_04314
CL6Contig3	HCGP-NT-CO_04315
CL6Contig4	HCGP-NT-CO_04316
CL700Contig1	HCGP-NT-CO_04317
CL701Contig1	HCGP-NT-CO_04318
CL702Contig1	HCGP-NT-CO_04319
CL703Contig1	HCGP-NT-CO_04320
CL704Contig1	HCGP-NT-CO_04321
CL705Contig1	HCGP-NT-CO_04322
CL706Contig1	HCGP-NT-CO_04323
CL707Contig1	HCGP-NT-CO_04324
CL708Contig1	HCGP-NT-CO_04325
CL709Contig1	HCGP-NT-CO_04326
CL70Contig1	HCGP-NT-CO_04327
CL710Contig1	HCGP-NT-CO_04328
CL711Contig1	HCGP-NT-CO_04329
CL712Contig1	HCGP-NT-CO_04330
CL713Contig1	HCGP-NT-CO_04331
CL714Contig1	HCGP-NT-CO_04332
CL715Contig1	HCGP-NT-CO_04333
CL716Contig1	HCGP-NT-CO_04334
CL717Contig1	HCGP-NT-CO_04335
CL718Contig1	HCGP-NT-CO_04336
CL719Contig1	HCGP-NT-CO_04337
CL71Contig1	HCGP-NT-CO_04338
CL71Contig2	HCGP-NT-CO_04339
CL71Contig3	HCGP-NT-CO_04340
CL720Contig1	HCGP-NT-CO_04341
CL721Contig1	HCGP-NT-CO_04342
CL722Contig1	HCGP-NT-CO_04343
CL723Contig1	HCGP-NT-CO_04344
CL724Contig1	HCGP-NT-CO_04345
CL725Contig1	HCGP-NT-CO_04346
CL726Contig1	HCGP-NT-CO_04347
CL727Contig1	HCGP-NT-CO_04348
CL728Contig1	HCGP-NT-CO_04349
CL729Contig1	HCGP-NT-CO_04350
CL72Contig1	HCGP-NT-CO_04351
CL730Contig1	HCGP-NT-CO_04352
CL731Contig1	HCGP-NT-CO_04353
CL731Contig2	HCGP-NT-CO_04354
CL732Contig1	HCGP-NT-CO_04355
CL733Contig1	HCGP-NT-CO_04356
CL733Contig2	HCGP-NT-CO_04357
CL734Contig1	HCGP-NT-CO_04358
CL735Contig1	HCGP-NT-CO_04359
CL736Contig1	HCGP-NT-CO_04360
CL736Contig2	HCGP-NT-CO_04361
CL737Contig1	HCGP-NT-CO_04362
CL738Contig1	HCGP-NT-CO_04363
CL739Contig1	HCGP-NT-CO_04364
CL73Contig1	HCGP-NT-CO_04365
CL740Contig1	HCGP-NT-CO_04366
CL741Contig1	HCGP-NT-CO_04367
CL742Contig1	HCGP-NT-CO_04368
CL743Contig1	HCGP-NT-CO_04369
CL744Contig1	HCGP-NT-CO_04370
CL745Contig1	HCGP-NT-CO_04371
CL746Contig1	HCGP-NT-CO_04372
CL747Contig1	HCGP-NT-CO_04373
CL747Contig2	HCGP-NT-CO_04374
CL748Contig1	HCGP-NT-CO_04375
CL749Contig1	HCGP-NT-CO_04376
CL74Contig1	HCGP-NT-CO_04377
CL750Contig1	HCGP-NT-CO_04378
CL751Contig1	HCGP-NT-CO_04379
CL752Contig1	HCGP-NT-CO_04380
CL753Contig1	HCGP-NT-CO_04381
CL754Contig1	HCGP-NT-CO_04382
CL755Contig1	HCGP-NT-CO_04383
CL756Contig1	HCGP-NT-CO_04384
CL757Contig1	HCGP-NT-CO_04385
CL758Contig1	HCGP-NT-CO_04386
CL759Contig1	HCGP-NT-CO_04387
CL75Contig1	HCGP-NT-CO_04388
CL760Contig1	HCGP-NT-CO_04389
CL761Contig1	HCGP-NT-CO_04390
CL762Contig1	HCGP-NT-CO_04391
CL763Contig1	HCGP-NT-CO_04392
CL763Contig2	HCGP-NT-CO_04393
CL764Contig1	HCGP-NT-CO_04394
CL765Contig1	HCGP-NT-CO_04395
CL766Contig1	HCGP-NT-CO_04396
CL767Contig1	HCGP-NT-CO_04397
CL768Contig1	HCGP-NT-CO_04398
CL769Contig1	HCGP-NT-CO_04399
CL76Contig1	HCGP-NT-CO_04400
CL770Contig1	HCGP-NT-CO_04401
CL771Contig1	HCGP-NT-CO_04402
CL772Contig1	HCGP-NT-CO_04403
CL773Contig1	HCGP-NT-CO_04404
CL774Contig1	HCGP-NT-CO_04405
CL775Contig1	HCGP-NT-CO_04406
CL776Contig1	HCGP-NT-CO_04407
CL777Contig1	HCGP-NT-CO_04408
CL778Contig1	HCGP-NT-CO_04409
CL779Contig1	HCGP-NT-CO_04410
CL77Contig1	HCGP-NT-CO_04411
CL780Contig1	HCGP-NT-CO_04412
CL782Contig1	HCGP-NT-CO_04413
CL783Contig1	HCGP-NT-CO_04414
CL784Contig1	HCGP-NT-CO_04415
CL785Contig1	HCGP-NT-CO_04416
CL786Contig1	HCGP-NT-CO_04417
CL786Contig2	HCGP-NT-CO_04418
CL787Contig1	HCGP-NT-CO_04419
CL788Contig1	HCGP-NT-CO_04420
CL789Contig1	HCGP-NT-CO_04421
CL78Contig1	HCGP-NT-CO_04422
CL78Contig2	HCGP-NT-CO_04423
CL78Contig3	HCGP-NT-CO_04424
CL790Contig1	HCGP-NT-CO_04425
CL791Contig1	HCGP-NT-CO_04426
CL792Contig1	HCGP-NT-CO_04427
CL793Contig1	HCGP-NT-CO_04428
CL794Contig1	HCGP-NT-CO_04429
CL795Contig1	HCGP-NT-CO_04430
CL796Contig1	HCGP-NT-CO_04431
CL797Contig1	HCGP-NT-CO_04432
CL798Contig1	HCGP-NT-CO_04433
CL799Contig1	HCGP-NT-CO_04434
CL79Contig1	HCGP-NT-CO_04435
CL7Contig1	HCGP-NT-CO_04436
CL7Contig2	HCGP-NT-CO_04437
CL800Contig1	HCGP-NT-CO_04438
CL801Contig1	HCGP-NT-CO_04439
CL802Contig1	HCGP-NT-CO_04440
CL804Contig1	HCGP-NT-CO_04441
CL805Contig1	HCGP-NT-CO_04442
CL806Contig1	HCGP-NT-CO_04443
CL807Contig1	HCGP-NT-CO_04444
CL808Contig1	HCGP-NT-CO_04445
CL809Contig1	HCGP-NT-CO_04446
CL80Contig1	HCGP-NT-CO_04447
CL810Contig1	HCGP-NT-CO_04448
CL811Contig1	HCGP-NT-CO_04449
CL812Contig1	HCGP-NT-CO_04450
CL813Contig1	HCGP-NT-CO_04451
CL814Contig1	HCGP-NT-CO_04452
CL815Contig1	HCGP-NT-CO_04453
CL816Contig1	HCGP-NT-CO_04454
CL817Contig1	HCGP-NT-CO_04455
CL818Contig1	HCGP-NT-CO_04456
CL819Contig1	HCGP-NT-CO_04457
CL81Contig1	HCGP-NT-CO_04458
CL820Contig1	HCGP-NT-CO_04459
CL821Contig1	HCGP-NT-CO_04460
CL822Contig1	HCGP-NT-CO_04461
CL823Contig1	HCGP-NT-CO_04462
CL824Contig1	HCGP-NT-CO_04463
CL824Contig2	HCGP-NT-CO_04464
CL825Contig1	HCGP-NT-CO_04465
CL826Contig1	HCGP-NT-CO_04466
CL827Contig1	HCGP-NT-CO_04467
CL828Contig1	HCGP-NT-CO_04468
CL829Contig1	HCGP-NT-CO_04469
CL82Contig1	HCGP-NT-CO_04470
CL830Contig1	HCGP-NT-CO_04471
CL831Contig1	HCGP-NT-CO_04472
CL832Contig1	HCGP-NT-CO_04473
CL833Contig1	HCGP-NT-CO_04474
CL835Contig1	HCGP-NT-CO_04475
CL836Contig1	HCGP-NT-CO_04476
CL837Contig1	HCGP-NT-CO_04477
CL838Contig1	HCGP-NT-CO_04478
CL839Contig1	HCGP-NT-CO_04479
CL83Contig1	HCGP-NT-CO_04480
CL840Contig1	HCGP-NT-CO_04481
CL841Contig1	HCGP-NT-CO_04482
CL842Contig1	HCGP-NT-CO_04483
CL843Contig1	HCGP-NT-CO_04484
CL844Contig1	HCGP-NT-CO_04485
CL845Contig1	HCGP-NT-CO_04486
CL846Contig1	HCGP-NT-CO_04487
CL846Contig2	HCGP-NT-CO_04488
CL847Contig1	HCGP-NT-CO_04489
CL848Contig1	HCGP-NT-CO_04490
CL849Contig1	HCGP-NT-CO_04491
CL84Contig1	HCGP-NT-CO_04492
CL84Contig2	HCGP-NT-CO_04493
CL850Contig1	HCGP-NT-CO_04494
CL851Contig1	HCGP-NT-CO_04495
CL852Contig1	HCGP-NT-CO_04496
CL853Contig1	HCGP-NT-CO_04497
CL855Contig1	HCGP-NT-CO_04498
CL856Contig1	HCGP-NT-CO_04499
CL857Contig1	HCGP-NT-CO_04500
CL858Contig1	HCGP-NT-CO_04501
CL859Contig1	HCGP-NT-CO_04502
CL85Contig1	HCGP-NT-CO_04503
CL860Contig1	HCGP-NT-CO_04504
CL861Contig1	HCGP-NT-CO_04505
CL862Contig1	HCGP-NT-CO_04506
CL863Contig1	HCGP-NT-CO_04507
CL864Contig1	HCGP-NT-CO_04508
CL865Contig1	HCGP-NT-CO_04509
CL866Contig1	HCGP-NT-CO_04510
CL867Contig1	HCGP-NT-CO_04511
CL868Contig1	HCGP-NT-CO_04512
CL868Contig2	HCGP-NT-CO_04513
CL869Contig1	HCGP-NT-CO_04514
CL86Contig1	HCGP-NT-CO_04515
CL86Contig2	HCGP-NT-CO_04516
CL86Contig3	HCGP-NT-CO_04517
CL86Contig4	HCGP-NT-CO_04518
CL870Contig1	HCGP-NT-CO_04519
CL871Contig1	HCGP-NT-CO_04520
CL872Contig1	HCGP-NT-CO_04521
CL873Contig1	HCGP-NT-CO_04522
CL874Contig1	HCGP-NT-CO_04523
CL875Contig1	HCGP-NT-CO_04524
CL876Contig1	HCGP-NT-CO_04525
CL877Contig1	HCGP-NT-CO_04526
CL878Contig1	HCGP-NT-CO_04527
CL879Contig1	HCGP-NT-CO_04528
CL87Contig1	HCGP-NT-CO_04529
CL880Contig1	HCGP-NT-CO_04530
CL881Contig1	HCGP-NT-CO_04531
CL882Contig1	HCGP-NT-CO_04532
CL883Contig1	HCGP-NT-CO_04533
CL884Contig1	HCGP-NT-CO_04534
CL885Contig1	HCGP-NT-CO_04535
CL886Contig1	HCGP-NT-CO_04536
CL886Contig2	HCGP-NT-CO_04537
CL888Contig1	HCGP-NT-CO_04538
CL889Contig1	HCGP-NT-CO_04539
CL88Contig1	HCGP-NT-CO_04540
CL890Contig1	HCGP-NT-CO_04541
CL891Contig1	HCGP-NT-CO_04542
CL892Contig1	HCGP-NT-CO_04543
CL893Contig1	HCGP-NT-CO_04544
CL894Contig1	HCGP-NT-CO_04545
CL895Contig1	HCGP-NT-CO_04546
CL896Contig1	HCGP-NT-CO_04547
CL896Contig2	HCGP-NT-CO_04548
CL897Contig1	HCGP-NT-CO_04549
CL898Contig1	HCGP-NT-CO_04550
CL899Contig1	HCGP-NT-CO_04551
CL89Contig1	HCGP-NT-CO_04552
CL8Contig1	HCGP-NT-CO_04553
CL8Contig2	HCGP-NT-CO_04554
CL900Contig1	HCGP-NT-CO_04555
CL901Contig1	HCGP-NT-CO_04556
CL902Contig1	HCGP-NT-CO_04557
CL903Contig1	HCGP-NT-CO_04558
CL904Contig1	HCGP-NT-CO_04559
CL905Contig1	HCGP-NT-CO_04560
CL906Contig1	HCGP-NT-CO_04561
CL907Contig1	HCGP-NT-CO_04562
CL908Contig1	HCGP-NT-CO_04563
CL909Contig1	HCGP-NT-CO_04564
CL90Contig1	HCGP-NT-CO_04565
CL910Contig1	HCGP-NT-CO_04566
CL911Contig1	HCGP-NT-CO_04567
CL912Contig1	HCGP-NT-CO_04568
CL912Contig2	HCGP-NT-CO_04569
CL913Contig1	HCGP-NT-CO_04570
CL914Contig1	HCGP-NT-CO_04571
CL915Contig1	HCGP-NT-CO_04572
CL916Contig1	HCGP-NT-CO_04573
CL917Contig1	HCGP-NT-CO_04574
CL918Contig1	HCGP-NT-CO_04575
CL919Contig1	HCGP-NT-CO_04576
CL91Contig1	HCGP-NT-CO_04577
CL920Contig1	HCGP-NT-CO_04578
CL921Contig1	HCGP-NT-CO_04579
CL922Contig1	HCGP-NT-CO_04580
CL923Contig1	HCGP-NT-CO_04581
CL924Contig1	HCGP-NT-CO_04582
CL925Contig1	HCGP-NT-CO_04583
CL926Contig1	HCGP-NT-CO_04584
CL927Contig1	HCGP-NT-CO_04585
CL928Contig1	HCGP-NT-CO_04586
CL929Contig1	HCGP-NT-CO_04587
CL92Contig1	HCGP-NT-CO_04588
CL92Contig2	HCGP-NT-CO_04589
CL930Contig1	HCGP-NT-CO_04590
CL931Contig1	HCGP-NT-CO_04591
CL932Contig1	HCGP-NT-CO_04592
CL933Contig1	HCGP-NT-CO_04593
CL934Contig1	HCGP-NT-CO_04594
CL935Contig1	HCGP-NT-CO_04595
CL936Contig1	HCGP-NT-CO_04596
CL937Contig1	HCGP-NT-CO_04597
CL938Contig1	HCGP-NT-CO_04598
CL939Contig1	HCGP-NT-CO_04599
CL93Contig1	HCGP-NT-CO_04600
CL940Contig1	HCGP-NT-CO_04601
CL941Contig1	HCGP-NT-CO_04602
CL942Contig1	HCGP-NT-CO_04603
CL943Contig1	HCGP-NT-CO_04604
CL944Contig1	HCGP-NT-CO_04605
CL945Contig1	HCGP-NT-CO_04606
CL946Contig1	HCGP-NT-CO_04607
CL947Contig1	HCGP-NT-CO_04608
CL948Contig1	HCGP-NT-CO_04609
CL949Contig1	HCGP-NT-CO_04610
CL94Contig1	HCGP-NT-CO_04611
CL950Contig1	HCGP-NT-CO_04612
CL951Contig1	HCGP-NT-CO_04613
CL952Contig1	HCGP-NT-CO_04614
CL953Contig1	HCGP-NT-CO_04615
CL954Contig1	HCGP-NT-CO_04616
CL955Contig1	HCGP-NT-CO_04617
CL956Contig1	HCGP-NT-CO_04618
CL957Contig1	HCGP-NT-CO_04619
CL958Contig1	HCGP-NT-CO_04620
CL959Contig1	HCGP-NT-CO_04621
CL95Contig1	HCGP-NT-CO_04622
CL960Contig1	HCGP-NT-CO_04623
CL961Contig1	HCGP-NT-CO_04624
CL962Contig1	HCGP-NT-CO_04625
CL963Contig1	HCGP-NT-CO_04626
CL964Contig1	HCGP-NT-CO_04627
CL965Contig1	HCGP-NT-CO_04628
CL966Contig1	HCGP-NT-CO_04629
CL967Contig1	HCGP-NT-CO_04630
CL968Contig1	HCGP-NT-CO_04631
CL969Contig1	HCGP-NT-CO_04632
CL96Contig1	HCGP-NT-CO_04633
CL96Contig2	HCGP-NT-CO_04634
CL96Contig3	HCGP-NT-CO_04635
CL970Contig1	HCGP-NT-CO_04636
CL971Contig1	HCGP-NT-CO_04637
CL972Contig1	HCGP-NT-CO_04638
CL973Contig1	HCGP-NT-CO_04639
CL974Contig1	HCGP-NT-CO_04640
CL975Contig1	HCGP-NT-CO_04641
CL976Contig1	HCGP-NT-CO_04642
CL977Contig1	HCGP-NT-CO_04643
CL978Contig1	HCGP-NT-CO_04644
CL979Contig1	HCGP-NT-CO_04645
CL97Contig1	HCGP-NT-CO_04646
CL980Contig1	HCGP-NT-CO_04647
CL981Contig1	HCGP-NT-CO_04648
CL982Contig1	HCGP-NT-CO_04649
CL983Contig1	HCGP-NT-CO_04650
CL984Contig1	HCGP-NT-CO_04651
CL985Contig1	HCGP-NT-CO_04652
CL985Contig2	HCGP-NT-CO_04653
CL986Contig1	HCGP-NT-CO_04654
CL987Contig1	HCGP-NT-CO_04655
CL988Contig1	HCGP-NT-CO_04656
CL989Contig1	HCGP-NT-CO_04657
CL98Contig1	HCGP-NT-CO_04658
CL990Contig1	HCGP-NT-CO_04659
CL991Contig1	HCGP-NT-CO_04660
CL992Contig1	HCGP-NT-CO_04661
CL993Contig1	HCGP-NT-CO_04662
CL994Contig1	HCGP-NT-CO_04663
CL995Contig1	HCGP-NT-CO_04664
CL995Contig2	HCGP-NT-CO_04665
CL996Contig1	HCGP-NT-CO_04666
CL997Contig1	HCGP-NT-CO_04667
CL998Contig1	HCGP-NT-CO_04668
CL999Contig1	HCGP-NT-CO_04669
CL99Contig1	HCGP-NT-CO_04670
CL9Contig1	HCGP-NT-CO_04671
CL9Contig2	HCGP-NT-CO_04672
CL9Contig3	HCGP-NT-CO_04673
CL9Contig4	HCGP-NT-CO_04674
