#TGICL_NAME	CONTIG_NAME
CL512Contig1	HCGP-ET-CO_02466
CL513Contig1	HCGP-ET-CO_02467
CL514Contig1	HCGP-ET-CO_02468
CL515Contig1	HCGP-ET-CO_02469
CL516Contig1	HCGP-ET-CO_02470
CL517Contig1	HCGP-ET-CO_02471
CL518Contig1	HCGP-ET-CO_02472
CL519Contig1	HCGP-ET-CO_02473
CL51Contig1	HCGP-ET-CO_02474
CL520Contig1	HCGP-ET-CO_02475
CL521Contig1	HCGP-ET-CO_02476
CL523Contig1	HCGP-ET-CO_02477
CL524Contig1	HCGP-ET-CO_02478
CL525Contig1	HCGP-ET-CO_02479
CL526Contig1	HCGP-ET-CO_02480
CL526Contig2	HCGP-ET-CO_02481
CL527Contig1	HCGP-ET-CO_02482
CL528Contig1	HCGP-ET-CO_02483
CL529Contig1	HCGP-ET-CO_02484
CL52Contig1	HCGP-ET-CO_02485
CL530Contig1	HCGP-ET-CO_02486
CL531Contig1	HCGP-ET-CO_02487
CL532Contig1	HCGP-ET-CO_02488
CL533Contig1	HCGP-ET-CO_02489
CL534Contig1	HCGP-ET-CO_02490
CL535Contig1	HCGP-ET-CO_02491
CL536Contig1	HCGP-ET-CO_02492
CL537Contig1	HCGP-ET-CO_02493
CL538Contig1	HCGP-ET-CO_02494
CL538Contig2	HCGP-ET-CO_02495
CL539Contig1	HCGP-ET-CO_02496
CL53Contig1	HCGP-ET-CO_02497
CL53Contig2	HCGP-ET-CO_02498
CL540Contig1	HCGP-ET-CO_02499
CL541Contig1	HCGP-ET-CO_02500
CL542Contig1	HCGP-ET-CO_02501
CL543Contig1	HCGP-ET-CO_02502
CL544Contig1	HCGP-ET-CO_02503
CL545Contig1	HCGP-ET-CO_02504
CL546Contig1	HCGP-ET-CO_02505
CL547Contig1	HCGP-ET-CO_02506
CL548Contig1	HCGP-ET-CO_02507
CL549Contig1	HCGP-ET-CO_02508
CL54Contig1	HCGP-ET-CO_02509
CL54Contig2	HCGP-ET-CO_02510
CL550Contig1	HCGP-ET-CO_02511
CL551Contig1	HCGP-ET-CO_02512
CL552Contig1	HCGP-ET-CO_02513
CL553Contig1	HCGP-ET-CO_02514
CL554Contig1	HCGP-ET-CO_02515
CL555Contig1	HCGP-ET-CO_02516
CL556Contig1	HCGP-ET-CO_02517
CL557Contig1	HCGP-ET-CO_02518
CL558Contig1	HCGP-ET-CO_02519
CL559Contig1	HCGP-ET-CO_02520
CL55Contig1	HCGP-ET-CO_02521
CL55Contig2	HCGP-ET-CO_02522
CL560Contig1	HCGP-ET-CO_02523
CL561Contig1	HCGP-ET-CO_02524
CL562Contig1	HCGP-ET-CO_02525
CL563Contig1	HCGP-ET-CO_02526
CL564Contig1	HCGP-ET-CO_02527
CL565Contig1	HCGP-ET-CO_02528
CL566Contig1	HCGP-ET-CO_02529
CL567Contig1	HCGP-ET-CO_02530
CL568Contig1	HCGP-ET-CO_02531
CL569Contig1	HCGP-ET-CO_02532
CL56Contig1	HCGP-ET-CO_02533
CL570Contig1	HCGP-ET-CO_02534
CL571Contig1	HCGP-ET-CO_02535
CL572Contig1	HCGP-ET-CO_02536
CL573Contig1	HCGP-ET-CO_02537
CL575Contig1	HCGP-ET-CO_02538
CL576Contig1	HCGP-ET-CO_02539
CL577Contig1	HCGP-ET-CO_02540
CL578Contig1	HCGP-ET-CO_02541
CL579Contig1	HCGP-ET-CO_02542
CL580Contig1	HCGP-ET-CO_02543
CL581Contig1	HCGP-ET-CO_02544
CL582Contig1	HCGP-ET-CO_02545
CL583Contig1	HCGP-ET-CO_02546
CL584Contig1	HCGP-ET-CO_02547
CL585Contig1	HCGP-ET-CO_02548
CL586Contig1	HCGP-ET-CO_02549
CL587Contig1	HCGP-ET-CO_02550
CL588Contig1	HCGP-ET-CO_02551
CL589Contig1	HCGP-ET-CO_02552
CL58Contig1	HCGP-ET-CO_02553
CL590Contig1	HCGP-ET-CO_02554
CL591Contig1	HCGP-ET-CO_02555
CL592Contig1	HCGP-ET-CO_02556
CL593Contig1	HCGP-ET-CO_02557
CL594Contig1	HCGP-ET-CO_02558
CL595Contig1	HCGP-ET-CO_02559
CL596Contig1	HCGP-ET-CO_02560
CL597Contig1	HCGP-ET-CO_02561
CL598Contig1	HCGP-ET-CO_02562
CL599Contig1	HCGP-ET-CO_02563
CL59Contig1	HCGP-ET-CO_02564
CL59Contig2	HCGP-ET-CO_02565
CL5Contig1	HCGP-ET-CO_02566
CL5Contig2	HCGP-ET-CO_02567
CL600Contig1	HCGP-ET-CO_02568
CL601Contig1	HCGP-ET-CO_02569
CL602Contig1	HCGP-ET-CO_02570
CL602Contig2	HCGP-ET-CO_02571
CL603Contig1	HCGP-ET-CO_02572
CL604Contig1	HCGP-ET-CO_02573
CL605Contig1	HCGP-ET-CO_02574
CL606Contig1	HCGP-ET-CO_02575
CL607Contig1	HCGP-ET-CO_02576
CL608Contig1	HCGP-ET-CO_02577
CL609Contig1	HCGP-ET-CO_02578
CL60Contig1	HCGP-ET-CO_02579
CL610Contig1	HCGP-ET-CO_02580
CL611Contig1	HCGP-ET-CO_02581
CL612Contig1	HCGP-ET-CO_02582
CL613Contig1	HCGP-ET-CO_02583
CL614Contig1	HCGP-ET-CO_02584
CL615Contig1	HCGP-ET-CO_02585
CL616Contig1	HCGP-ET-CO_02586
CL617Contig1	HCGP-ET-CO_02587
CL618Contig1	HCGP-ET-CO_02588
CL619Contig1	HCGP-ET-CO_02589
CL61Contig1	HCGP-ET-CO_02590
CL61Contig2	HCGP-ET-CO_02591
CL620Contig1	HCGP-ET-CO_02592
CL621Contig1	HCGP-ET-CO_02593
CL622Contig1	HCGP-ET-CO_02594
CL623Contig1	HCGP-ET-CO_02595
CL624Contig1	HCGP-ET-CO_02596
CL625Contig1	HCGP-ET-CO_02597
CL625Contig2	HCGP-ET-CO_02598
CL626Contig1	HCGP-ET-CO_02599
CL627Contig1	HCGP-ET-CO_02600
CL628Contig1	HCGP-ET-CO_02601
CL629Contig1	HCGP-ET-CO_02602
CL62Contig1	HCGP-ET-CO_02603
CL630Contig1	HCGP-ET-CO_02604
CL631Contig1	HCGP-ET-CO_02605
CL632Contig1	HCGP-ET-CO_02606
CL633Contig1	HCGP-ET-CO_02607
CL634Contig1	HCGP-ET-CO_02608
CL635Contig1	HCGP-ET-CO_02609
CL636Contig1	HCGP-ET-CO_02610
CL637Contig1	HCGP-ET-CO_02611
CL637Contig2	HCGP-ET-CO_02612
CL638Contig1	HCGP-ET-CO_02613
CL639Contig1	HCGP-ET-CO_02614
CL63Contig1	HCGP-ET-CO_02615
CL640Contig1	HCGP-ET-CO_02616
CL641Contig1	HCGP-ET-CO_02617
CL642Contig1	HCGP-ET-CO_02618
CL642Contig2	HCGP-ET-CO_02619
CL643Contig1	HCGP-ET-CO_02620
CL644Contig1	HCGP-ET-CO_02621
CL645Contig1	HCGP-ET-CO_02622
CL646Contig1	HCGP-ET-CO_02623
CL647Contig1	HCGP-ET-CO_02624
CL647Contig2	HCGP-ET-CO_02625
CL648Contig1	HCGP-ET-CO_02626
CL649Contig1	HCGP-ET-CO_02627
CL64Contig1	HCGP-ET-CO_02628
CL64Contig2	HCGP-ET-CO_02629
CL650Contig1	HCGP-ET-CO_02630
CL651Contig1	HCGP-ET-CO_02631
CL652Contig1	HCGP-ET-CO_02632
CL653Contig1	HCGP-ET-CO_02633
CL654Contig1	HCGP-ET-CO_02634
CL655Contig1	HCGP-ET-CO_02635
CL656Contig1	HCGP-ET-CO_02636
CL657Contig1	HCGP-ET-CO_02637
CL658Contig1	HCGP-ET-CO_02638
CL659Contig1	HCGP-ET-CO_02639
CL65Contig1	HCGP-ET-CO_02640
CL660Contig1	HCGP-ET-CO_02641
CL661Contig1	HCGP-ET-CO_02642
CL662Contig1	HCGP-ET-CO_02643
CL663Contig1	HCGP-ET-CO_02644
CL664Contig1	HCGP-ET-CO_02645
CL665Contig1	HCGP-ET-CO_02646
CL667Contig1	HCGP-ET-CO_02647
CL669Contig1	HCGP-ET-CO_02648
CL66Contig1	HCGP-ET-CO_02649
CL671Contig1	HCGP-ET-CO_02650
CL672Contig1	HCGP-ET-CO_02651
CL673Contig1	HCGP-ET-CO_02652
CL674Contig1	HCGP-ET-CO_02653
CL675Contig1	HCGP-ET-CO_02654
CL676Contig1	HCGP-ET-CO_02655
CL677Contig1	HCGP-ET-CO_02656
CL678Contig1	HCGP-ET-CO_02657
CL67Contig1	HCGP-ET-CO_02658
CL67Contig2	HCGP-ET-CO_02659
CL680Contig1	HCGP-ET-CO_02660
CL681Contig1	HCGP-ET-CO_02661
CL682Contig1	HCGP-ET-CO_02662
CL683Contig1	HCGP-ET-CO_02663
CL684Contig1	HCGP-ET-CO_02664
CL685Contig1	HCGP-ET-CO_02665
CL686Contig1	HCGP-ET-CO_02666
CL687Contig1	HCGP-ET-CO_02667
CL688Contig1	HCGP-ET-CO_02668
CL689Contig1	HCGP-ET-CO_02669
CL68Contig1	HCGP-ET-CO_02670
CL690Contig1	HCGP-ET-CO_02671
CL691Contig1	HCGP-ET-CO_02672
CL692Contig1	HCGP-ET-CO_02673
CL693Contig1	HCGP-ET-CO_02674
CL694Contig1	HCGP-ET-CO_02675
CL695Contig1	HCGP-ET-CO_02676
CL697Contig1	HCGP-ET-CO_02677
CL698Contig1	HCGP-ET-CO_02678
CL699Contig1	HCGP-ET-CO_02679
CL69Contig1	HCGP-ET-CO_02680
CL6Contig1	HCGP-ET-CO_02681
CL6Contig2	HCGP-ET-CO_02682
CL6Contig3	HCGP-ET-CO_02683
CL6Contig4	HCGP-ET-CO_02684
CL701Contig1	HCGP-ET-CO_02685
CL702Contig1	HCGP-ET-CO_02686
CL703Contig1	HCGP-ET-CO_02687
CL704Contig1	HCGP-ET-CO_02688
CL705Contig1	HCGP-ET-CO_02689
CL706Contig1	HCGP-ET-CO_02690
CL707Contig1	HCGP-ET-CO_02691
CL708Contig1	HCGP-ET-CO_02692
CL709Contig1	HCGP-ET-CO_02693
CL70Contig1	HCGP-ET-CO_02694
CL70Contig2	HCGP-ET-CO_02695
CL710Contig1	HCGP-ET-CO_02696
CL711Contig1	HCGP-ET-CO_02697
CL712Contig1	HCGP-ET-CO_02698
CL713Contig1	HCGP-ET-CO_02699
CL714Contig1	HCGP-ET-CO_02700
CL715Contig1	HCGP-ET-CO_02701
CL716Contig1	HCGP-ET-CO_02702
CL718Contig1	HCGP-ET-CO_02703
CL719Contig1	HCGP-ET-CO_02704
CL71Contig1	HCGP-ET-CO_02705
CL720Contig1	HCGP-ET-CO_02706
CL721Contig1	HCGP-ET-CO_02707
CL722Contig1	HCGP-ET-CO_02708
CL723Contig1	HCGP-ET-CO_02709
CL724Contig1	HCGP-ET-CO_02710
CL726Contig1	HCGP-ET-CO_02711
CL727Contig1	HCGP-ET-CO_02712
CL728Contig1	HCGP-ET-CO_02713
CL729Contig1	HCGP-ET-CO_02714
CL72Contig1	HCGP-ET-CO_02715
CL730Contig1	HCGP-ET-CO_02716
CL731Contig1	HCGP-ET-CO_02717
CL732Contig1	HCGP-ET-CO_02718
CL733Contig1	HCGP-ET-CO_02719
CL734Contig1	HCGP-ET-CO_02720
CL735Contig1	HCGP-ET-CO_02721
CL736Contig1	HCGP-ET-CO_02722
CL737Contig1	HCGP-ET-CO_02723
CL738Contig1	HCGP-ET-CO_02724
CL739Contig1	HCGP-ET-CO_02725
CL73Contig1	HCGP-ET-CO_02726
CL740Contig1	HCGP-ET-CO_02727
CL741Contig1	HCGP-ET-CO_02728
CL742Contig1	HCGP-ET-CO_02729
CL743Contig1	HCGP-ET-CO_02730
CL744Contig1	HCGP-ET-CO_02731
CL745Contig1	HCGP-ET-CO_02732
CL746Contig1	HCGP-ET-CO_02733
CL747Contig1	HCGP-ET-CO_02734
CL748Contig1	HCGP-ET-CO_02735
CL749Contig1	HCGP-ET-CO_02736
CL74Contig1	HCGP-ET-CO_02737
CL74Contig2	HCGP-ET-CO_02738
CL750Contig1	HCGP-ET-CO_02739
CL751Contig1	HCGP-ET-CO_02740
CL752Contig1	HCGP-ET-CO_02741
CL753Contig1	HCGP-ET-CO_02742
CL754Contig1	HCGP-ET-CO_02743
CL755Contig1	HCGP-ET-CO_02744
CL757Contig1	HCGP-ET-CO_02745
CL759Contig1	HCGP-ET-CO_02746
CL75Contig1	HCGP-ET-CO_02747
CL760Contig1	HCGP-ET-CO_02748
CL761Contig1	HCGP-ET-CO_02749
CL762Contig1	HCGP-ET-CO_02750
CL763Contig1	HCGP-ET-CO_02751
CL764Contig1	HCGP-ET-CO_02752
CL765Contig1	HCGP-ET-CO_02753
CL766Contig1	HCGP-ET-CO_02754
CL767Contig1	HCGP-ET-CO_02755
CL768Contig1	HCGP-ET-CO_02756
CL769Contig1	HCGP-ET-CO_02757
CL76Contig1	HCGP-ET-CO_02758
CL770Contig1	HCGP-ET-CO_02759
CL771Contig1	HCGP-ET-CO_02760
CL772Contig1	HCGP-ET-CO_02761
CL773Contig1	HCGP-ET-CO_02762
CL774Contig1	HCGP-ET-CO_02763
CL775Contig1	HCGP-ET-CO_02764
CL776Contig1	HCGP-ET-CO_02765
CL777Contig1	HCGP-ET-CO_02766
CL778Contig1	HCGP-ET-CO_02767
CL779Contig1	HCGP-ET-CO_02768
CL77Contig1	HCGP-ET-CO_02769
CL781Contig1	HCGP-ET-CO_02770
CL782Contig1	HCGP-ET-CO_02771
CL783Contig1	HCGP-ET-CO_02772
CL784Contig1	HCGP-ET-CO_02773
CL785Contig1	HCGP-ET-CO_02774
CL786Contig1	HCGP-ET-CO_02775
CL787Contig1	HCGP-ET-CO_02776
CL788Contig1	HCGP-ET-CO_02777
CL789Contig1	HCGP-ET-CO_02778
CL78Contig1	HCGP-ET-CO_02779
CL790Contig1	HCGP-ET-CO_02780
CL791Contig1	HCGP-ET-CO_02781
CL792Contig1	HCGP-ET-CO_02782
CL793Contig1	HCGP-ET-CO_02783
CL794Contig1	HCGP-ET-CO_02784
CL795Contig1	HCGP-ET-CO_02785
CL796Contig1	HCGP-ET-CO_02786
CL797Contig1	HCGP-ET-CO_02787
CL798Contig1	HCGP-ET-CO_02788
CL799Contig1	HCGP-ET-CO_02789
CL79Contig1	HCGP-ET-CO_02790
CL7Contig1	HCGP-ET-CO_02791
CL7Contig2	HCGP-ET-CO_02792
CL7Contig3	HCGP-ET-CO_02793
CL7Contig4	HCGP-ET-CO_02794
CL800Contig1	HCGP-ET-CO_02795
CL801Contig1	HCGP-ET-CO_02796
CL802Contig1	HCGP-ET-CO_02797
CL803Contig1	HCGP-ET-CO_02798
CL805Contig1	HCGP-ET-CO_02799
CL806Contig1	HCGP-ET-CO_02800
CL807Contig1	HCGP-ET-CO_02801
CL808Contig1	HCGP-ET-CO_02802
CL809Contig1	HCGP-ET-CO_02803
CL80Contig1	HCGP-ET-CO_02804
CL810Contig1	HCGP-ET-CO_02805
CL811Contig1	HCGP-ET-CO_02806
CL813Contig1	HCGP-ET-CO_02807
CL814Contig1	HCGP-ET-CO_02808
CL815Contig1	HCGP-ET-CO_02809
CL817Contig1	HCGP-ET-CO_02810
CL818Contig1	HCGP-ET-CO_02811
CL819Contig1	HCGP-ET-CO_02812
CL81Contig1	HCGP-ET-CO_02813
CL821Contig1	HCGP-ET-CO_02814
CL822Contig1	HCGP-ET-CO_02815
CL823Contig1	HCGP-ET-CO_02816
CL824Contig1	HCGP-ET-CO_02817
CL825Contig1	HCGP-ET-CO_02818
CL826Contig1	HCGP-ET-CO_02819
CL827Contig1	HCGP-ET-CO_02820
CL828Contig1	HCGP-ET-CO_02821
CL829Contig1	HCGP-ET-CO_02822
CL82Contig1	HCGP-ET-CO_02823
CL830Contig1	HCGP-ET-CO_02824
CL831Contig1	HCGP-ET-CO_02825
CL832Contig1	HCGP-ET-CO_02826
CL834Contig1	HCGP-ET-CO_02827
CL835Contig1	HCGP-ET-CO_02828
CL836Contig1	HCGP-ET-CO_02829
CL837Contig1	HCGP-ET-CO_02830
CL838Contig1	HCGP-ET-CO_02831
CL839Contig1	HCGP-ET-CO_02832
CL83Contig1	HCGP-ET-CO_02833
CL840Contig1	HCGP-ET-CO_02834
CL841Contig1	HCGP-ET-CO_02835
CL842Contig1	HCGP-ET-CO_02836
CL843Contig1	HCGP-ET-CO_02837
CL844Contig1	HCGP-ET-CO_02838
CL845Contig1	HCGP-ET-CO_02839
CL846Contig1	HCGP-ET-CO_02840
CL847Contig1	HCGP-ET-CO_02841
CL848Contig1	HCGP-ET-CO_02842
CL849Contig1	HCGP-ET-CO_02843
CL84Contig1	HCGP-ET-CO_02844
CL850Contig1	HCGP-ET-CO_02845
CL851Contig1	HCGP-ET-CO_02846
CL852Contig1	HCGP-ET-CO_02847
CL853Contig1	HCGP-ET-CO_02848
CL854Contig1	HCGP-ET-CO_02849
CL855Contig1	HCGP-ET-CO_02850
CL856Contig1	HCGP-ET-CO_02851
CL857Contig1	HCGP-ET-CO_02852
CL858Contig1	HCGP-ET-CO_02853
CL859Contig1	HCGP-ET-CO_02854
CL85Contig1	HCGP-ET-CO_02855
CL860Contig1	HCGP-ET-CO_02856
CL861Contig1	HCGP-ET-CO_02857
CL862Contig1	HCGP-ET-CO_02858
CL863Contig1	HCGP-ET-CO_02859
CL864Contig1	HCGP-ET-CO_02860
CL865Contig1	HCGP-ET-CO_02861
CL867Contig1	HCGP-ET-CO_02862
CL868Contig1	HCGP-ET-CO_02863
CL869Contig1	HCGP-ET-CO_02864
CL86Contig1	HCGP-ET-CO_02865
CL86Contig2	HCGP-ET-CO_02866
CL870Contig1	HCGP-ET-CO_02867
CL871Contig1	HCGP-ET-CO_02868
CL872Contig1	HCGP-ET-CO_02869
CL873Contig1	HCGP-ET-CO_02870
CL874Contig1	HCGP-ET-CO_02871
CL875Contig1	HCGP-ET-CO_02872
CL876Contig1	HCGP-ET-CO_02873
CL877Contig1	HCGP-ET-CO_02874
CL878Contig1	HCGP-ET-CO_02875
CL879Contig1	HCGP-ET-CO_02876
CL87Contig1	HCGP-ET-CO_02877
CL880Contig1	HCGP-ET-CO_02878
CL881Contig1	HCGP-ET-CO_02879
CL882Contig1	HCGP-ET-CO_02880
CL883Contig1	HCGP-ET-CO_02881
CL884Contig1	HCGP-ET-CO_02882
CL885Contig1	HCGP-ET-CO_02883
CL886Contig1	HCGP-ET-CO_02884
CL887Contig1	HCGP-ET-CO_02885
CL888Contig1	HCGP-ET-CO_02886
CL889Contig1	HCGP-ET-CO_02887
CL88Contig1	HCGP-ET-CO_02888
CL88Contig2	HCGP-ET-CO_02889
CL890Contig1	HCGP-ET-CO_02890
CL891Contig1	HCGP-ET-CO_02891
CL892Contig1	HCGP-ET-CO_02892
CL893Contig1	HCGP-ET-CO_02893
CL894Contig1	HCGP-ET-CO_02894
CL895Contig1	HCGP-ET-CO_02895
CL896Contig1	HCGP-ET-CO_02896
CL897Contig1	HCGP-ET-CO_02897
CL898Contig1	HCGP-ET-CO_02898
CL899Contig1	HCGP-ET-CO_02899
CL89Contig1	HCGP-ET-CO_02900
CL8Contig1	HCGP-ET-CO_02901
CL8Contig2	HCGP-ET-CO_02902
CL900Contig1	HCGP-ET-CO_02903
CL901Contig1	HCGP-ET-CO_02904
CL902Contig1	HCGP-ET-CO_02905
CL903Contig1	HCGP-ET-CO_02906
CL904Contig1	HCGP-ET-CO_02907
CL905Contig1	HCGP-ET-CO_02908
CL906Contig1	HCGP-ET-CO_02909
CL907Contig1	HCGP-ET-CO_02910
CL908Contig1	HCGP-ET-CO_02911
CL909Contig1	HCGP-ET-CO_02912
CL90Contig1	HCGP-ET-CO_02913
CL910Contig1	HCGP-ET-CO_02914
CL911Contig1	HCGP-ET-CO_02915
CL912Contig1	HCGP-ET-CO_02916
CL913Contig1	HCGP-ET-CO_02917
CL914Contig1	HCGP-ET-CO_02918
CL915Contig1	HCGP-ET-CO_02919
CL916Contig1	HCGP-ET-CO_02920
CL917Contig1	HCGP-ET-CO_02921
CL919Contig1	HCGP-ET-CO_02922
CL91Contig1	HCGP-ET-CO_02923
CL920Contig1	HCGP-ET-CO_02924
CL921Contig1	HCGP-ET-CO_02925
CL923Contig1	HCGP-ET-CO_02926
CL924Contig1	HCGP-ET-CO_02927
CL925Contig1	HCGP-ET-CO_02928
CL926Contig1	HCGP-ET-CO_02929
CL927Contig1	HCGP-ET-CO_02930
CL928Contig1	HCGP-ET-CO_02931
CL929Contig1	HCGP-ET-CO_02932
CL92Contig1	HCGP-ET-CO_02933
CL92Contig2	HCGP-ET-CO_02934
CL930Contig1	HCGP-ET-CO_02935
CL931Contig1	HCGP-ET-CO_02936
CL932Contig1	HCGP-ET-CO_02937
CL933Contig1	HCGP-ET-CO_02938
CL934Contig1	HCGP-ET-CO_02939
CL935Contig1	HCGP-ET-CO_02940
CL936Contig1	HCGP-ET-CO_02941
CL937Contig1	HCGP-ET-CO_02942
CL938Contig1	HCGP-ET-CO_02943
CL939Contig1	HCGP-ET-CO_02944
CL93Contig1	HCGP-ET-CO_02945
CL940Contig1	HCGP-ET-CO_02946
CL941Contig1	HCGP-ET-CO_02947
CL942Contig1	HCGP-ET-CO_02948
CL943Contig1	HCGP-ET-CO_02949
CL944Contig1	HCGP-ET-CO_02950
CL945Contig1	HCGP-ET-CO_02951
CL946Contig1	HCGP-ET-CO_02952
CL947Contig1	HCGP-ET-CO_02953
CL948Contig1	HCGP-ET-CO_02954
CL949Contig1	HCGP-ET-CO_02955
CL94Contig1	HCGP-ET-CO_02956
CL950Contig1	HCGP-ET-CO_02957
CL951Contig1	HCGP-ET-CO_02958
CL952Contig1	HCGP-ET-CO_02959
CL953Contig1	HCGP-ET-CO_02960
CL954Contig1	HCGP-ET-CO_02961
CL955Contig1	HCGP-ET-CO_02962
CL956Contig1	HCGP-ET-CO_02963
CL957Contig1	HCGP-ET-CO_02964
CL958Contig1	HCGP-ET-CO_02965
CL959Contig1	HCGP-ET-CO_02966
CL95Contig1	HCGP-ET-CO_02967
CL95Contig2	HCGP-ET-CO_02968
CL95Contig3	HCGP-ET-CO_02969
CL960Contig1	HCGP-ET-CO_02970
CL961Contig1	HCGP-ET-CO_02971
CL962Contig1	HCGP-ET-CO_02972
CL964Contig1	HCGP-ET-CO_02973
CL965Contig1	HCGP-ET-CO_02974
CL966Contig1	HCGP-ET-CO_02975
CL969Contig1	HCGP-ET-CO_02976
CL96Contig1	HCGP-ET-CO_02977
CL970Contig1	HCGP-ET-CO_02978
CL971Contig1	HCGP-ET-CO_02979
CL972Contig1	HCGP-ET-CO_02980
CL973Contig1	HCGP-ET-CO_02981
CL974Contig1	HCGP-ET-CO_02982
CL975Contig1	HCGP-ET-CO_02983
CL976Contig1	HCGP-ET-CO_02984
CL977Contig1	HCGP-ET-CO_02985
CL978Contig1	HCGP-ET-CO_02986
CL979Contig1	HCGP-ET-CO_02987
CL97Contig1	HCGP-ET-CO_02988
CL980Contig1	HCGP-ET-CO_02989
CL981Contig1	HCGP-ET-CO_02990
CL982Contig1	HCGP-ET-CO_02991
CL983Contig1	HCGP-ET-CO_02992
CL985Contig1	HCGP-ET-CO_02993
CL986Contig1	HCGP-ET-CO_02994
CL987Contig1	HCGP-ET-CO_02995
CL988Contig1	HCGP-ET-CO_02996
CL989Contig1	HCGP-ET-CO_02997
CL98Contig1	HCGP-ET-CO_02998
CL990Contig1	HCGP-ET-CO_02999
CL991Contig1	HCGP-ET-CO_03000
CL992Contig1	HCGP-ET-CO_03001
CL993Contig1	HCGP-ET-CO_03002
CL994Contig1	HCGP-ET-CO_03003
CL995Contig1	HCGP-ET-CO_03004
CL996Contig1	HCGP-ET-CO_03005
CL997Contig1	HCGP-ET-CO_03006
CL998Contig1	HCGP-ET-CO_03007
CL999Contig1	HCGP-ET-CO_03008
CL99Contig1	HCGP-ET-CO_03009
CL9Contig1	HCGP-ET-CO_03010
CL9Contig2	HCGP-ET-CO_03011
CL9Contig3	HCGP-ET-CO_03012
CL9Contig4	HCGP-ET-CO_03013
CL9Contig5	HCGP-ET-CO_03014
CL9Contig6	HCGP-ET-CO_03015
