#TGICL_NAME	CONTIG_NAME
CL530Contig1	HCGP-TN-CO_01849
CL531Contig1	HCGP-TN-CO_01850
CL532Contig1	HCGP-TN-CO_01851
CL533Contig1	HCGP-TN-CO_01852
CL534Contig1	HCGP-TN-CO_01853
CL535Contig1	HCGP-TN-CO_01854
CL536Contig1	HCGP-TN-CO_01855
CL537Contig1	HCGP-TN-CO_01856
CL537Contig2	HCGP-TN-CO_01857
CL538Contig1	HCGP-TN-CO_01858
CL539Contig1	HCGP-TN-CO_01859
CL53Contig1	HCGP-TN-CO_01860
CL540Contig1	HCGP-TN-CO_01861
CL541Contig1	HCGP-TN-CO_01862
CL542Contig1	HCGP-TN-CO_01863
CL543Contig1	HCGP-TN-CO_01864
CL544Contig1	HCGP-TN-CO_01865
CL545Contig1	HCGP-TN-CO_01866
CL546Contig1	HCGP-TN-CO_01867
CL547Contig1	HCGP-TN-CO_01868
CL548Contig1	HCGP-TN-CO_01869
CL549Contig1	HCGP-TN-CO_01870
CL54Contig1	HCGP-TN-CO_01871
CL54Contig2	HCGP-TN-CO_01872
CL550Contig1	HCGP-TN-CO_01873
CL551Contig1	HCGP-TN-CO_01874
CL552Contig1	HCGP-TN-CO_01875
CL553Contig1	HCGP-TN-CO_01876
CL554Contig1	HCGP-TN-CO_01877
CL555Contig1	HCGP-TN-CO_01878
CL556Contig1	HCGP-TN-CO_01879
CL557Contig1	HCGP-TN-CO_01880
CL558Contig1	HCGP-TN-CO_01881
CL559Contig1	HCGP-TN-CO_01882
CL55Contig1	HCGP-TN-CO_01883
CL55Contig2	HCGP-TN-CO_01884
CL560Contig1	HCGP-TN-CO_01885
CL562Contig1	HCGP-TN-CO_01886
CL563Contig1	HCGP-TN-CO_01887
CL565Contig1	HCGP-TN-CO_01888
CL566Contig1	HCGP-TN-CO_01889
CL567Contig1	HCGP-TN-CO_01890
CL568Contig1	HCGP-TN-CO_01891
CL569Contig1	HCGP-TN-CO_01892
CL56Contig1	HCGP-TN-CO_01893
CL56Contig2	HCGP-TN-CO_01894
CL570Contig1	HCGP-TN-CO_01895
CL571Contig1	HCGP-TN-CO_01896
CL572Contig1	HCGP-TN-CO_01897
CL573Contig1	HCGP-TN-CO_01898
CL575Contig1	HCGP-TN-CO_01899
CL577Contig1	HCGP-TN-CO_01900
CL578Contig1	HCGP-TN-CO_01901
CL579Contig1	HCGP-TN-CO_01902
CL57Contig1	HCGP-TN-CO_01903
CL57Contig2	HCGP-TN-CO_01904
CL580Contig1	HCGP-TN-CO_01905
CL581Contig1	HCGP-TN-CO_01906
CL582Contig1	HCGP-TN-CO_01907
CL583Contig1	HCGP-TN-CO_01908
CL584Contig1	HCGP-TN-CO_01909
CL585Contig1	HCGP-TN-CO_01910
CL586Contig1	HCGP-TN-CO_01911
CL587Contig1	HCGP-TN-CO_01912
CL588Contig1	HCGP-TN-CO_01913
CL589Contig1	HCGP-TN-CO_01914
CL58Contig1	HCGP-TN-CO_01915
CL590Contig1	HCGP-TN-CO_01916
CL591Contig1	HCGP-TN-CO_01917
CL592Contig1	HCGP-TN-CO_01918
CL594Contig1	HCGP-TN-CO_01919
CL596Contig1	HCGP-TN-CO_01920
CL597Contig1	HCGP-TN-CO_01921
CL598Contig1	HCGP-TN-CO_01922
CL599Contig1	HCGP-TN-CO_01923
CL59Contig1	HCGP-TN-CO_01924
CL5Contig1	HCGP-TN-CO_01925
CL600Contig1	HCGP-TN-CO_01926
CL601Contig1	HCGP-TN-CO_01927
CL602Contig1	HCGP-TN-CO_01928
CL603Contig1	HCGP-TN-CO_01929
CL604Contig1	HCGP-TN-CO_01930
CL605Contig1	HCGP-TN-CO_01931
CL606Contig1	HCGP-TN-CO_01932
CL607Contig1	HCGP-TN-CO_01933
CL608Contig1	HCGP-TN-CO_01934
CL609Contig1	HCGP-TN-CO_01935
CL60Contig1	HCGP-TN-CO_01936
CL610Contig1	HCGP-TN-CO_01937
CL611Contig1	HCGP-TN-CO_01938
CL612Contig1	HCGP-TN-CO_01939
CL613Contig1	HCGP-TN-CO_01940
CL614Contig1	HCGP-TN-CO_01941
CL615Contig1	HCGP-TN-CO_01942
CL616Contig1	HCGP-TN-CO_01943
CL617Contig1	HCGP-TN-CO_01944
CL618Contig1	HCGP-TN-CO_01945
CL619Contig1	HCGP-TN-CO_01946
CL61Contig1	HCGP-TN-CO_01947
CL61Contig2	HCGP-TN-CO_01948
CL620Contig1	HCGP-TN-CO_01949
CL621Contig1	HCGP-TN-CO_01950
CL622Contig1	HCGP-TN-CO_01951
CL623Contig1	HCGP-TN-CO_01952
CL624Contig1	HCGP-TN-CO_01953
CL625Contig1	HCGP-TN-CO_01954
CL626Contig1	HCGP-TN-CO_01955
CL627Contig1	HCGP-TN-CO_01956
CL628Contig1	HCGP-TN-CO_01957
CL629Contig1	HCGP-TN-CO_01958
CL62Contig1	HCGP-TN-CO_01959
CL62Contig2	HCGP-TN-CO_01960
CL630Contig1	HCGP-TN-CO_01961
CL631Contig1	HCGP-TN-CO_01962
CL632Contig1	HCGP-TN-CO_01963
CL633Contig1	HCGP-TN-CO_01964
CL634Contig1	HCGP-TN-CO_01965
CL635Contig1	HCGP-TN-CO_01966
CL636Contig1	HCGP-TN-CO_01967
CL637Contig1	HCGP-TN-CO_01968
CL638Contig1	HCGP-TN-CO_01969
CL63Contig1	HCGP-TN-CO_01970
CL63Contig2	HCGP-TN-CO_01971
CL640Contig1	HCGP-TN-CO_01972
CL641Contig1	HCGP-TN-CO_01973
CL643Contig1	HCGP-TN-CO_01974
CL644Contig1	HCGP-TN-CO_01975
CL645Contig1	HCGP-TN-CO_01976
CL646Contig1	HCGP-TN-CO_01977
CL647Contig1	HCGP-TN-CO_01978
CL648Contig1	HCGP-TN-CO_01979
CL649Contig1	HCGP-TN-CO_01980
CL64Contig1	HCGP-TN-CO_01981
CL64Contig2	HCGP-TN-CO_01982
CL64Contig3	HCGP-TN-CO_01983
CL64Contig4	HCGP-TN-CO_01984
CL650Contig1	HCGP-TN-CO_01985
CL652Contig1	HCGP-TN-CO_01986
CL653Contig1	HCGP-TN-CO_01987
CL654Contig1	HCGP-TN-CO_01988
CL655Contig1	HCGP-TN-CO_01989
CL656Contig1	HCGP-TN-CO_01990
CL657Contig1	HCGP-TN-CO_01991
CL658Contig1	HCGP-TN-CO_01992
CL659Contig1	HCGP-TN-CO_01993
CL65Contig1	HCGP-TN-CO_01994
CL660Contig1	HCGP-TN-CO_01995
CL661Contig1	HCGP-TN-CO_01996
CL662Contig1	HCGP-TN-CO_01997
CL663Contig1	HCGP-TN-CO_01998
CL664Contig1	HCGP-TN-CO_01999
CL665Contig1	HCGP-TN-CO_02000
CL666Contig1	HCGP-TN-CO_02001
CL667Contig1	HCGP-TN-CO_02002
CL668Contig1	HCGP-TN-CO_02003
CL669Contig1	HCGP-TN-CO_02004
CL66Contig1	HCGP-TN-CO_02005
CL670Contig1	HCGP-TN-CO_02006
CL671Contig1	HCGP-TN-CO_02007
CL672Contig1	HCGP-TN-CO_02008
CL673Contig1	HCGP-TN-CO_02009
CL674Contig1	HCGP-TN-CO_02010
CL675Contig1	HCGP-TN-CO_02011
CL676Contig1	HCGP-TN-CO_02012
CL677Contig1	HCGP-TN-CO_02013
CL678Contig1	HCGP-TN-CO_02014
CL679Contig1	HCGP-TN-CO_02015
CL67Contig1	HCGP-TN-CO_02016
CL680Contig1	HCGP-TN-CO_02017
CL681Contig1	HCGP-TN-CO_02018
CL682Contig1	HCGP-TN-CO_02019
CL683Contig1	HCGP-TN-CO_02020
CL684Contig1	HCGP-TN-CO_02021
CL685Contig1	HCGP-TN-CO_02022
CL686Contig1	HCGP-TN-CO_02023
CL687Contig1	HCGP-TN-CO_02024
CL688Contig1	HCGP-TN-CO_02025
CL689Contig1	HCGP-TN-CO_02026
CL68Contig1	HCGP-TN-CO_02027
CL690Contig1	HCGP-TN-CO_02028
CL691Contig1	HCGP-TN-CO_02029
CL692Contig1	HCGP-TN-CO_02030
CL693Contig1	HCGP-TN-CO_02031
CL694Contig1	HCGP-TN-CO_02032
CL695Contig1	HCGP-TN-CO_02033
CL696Contig1	HCGP-TN-CO_02034
CL697Contig1	HCGP-TN-CO_02035
CL698Contig1	HCGP-TN-CO_02036
CL699Contig1	HCGP-TN-CO_02037
CL69Contig1	HCGP-TN-CO_02038
CL700Contig1	HCGP-TN-CO_02039
CL702Contig1	HCGP-TN-CO_02040
CL703Contig1	HCGP-TN-CO_02041
CL704Contig1	HCGP-TN-CO_02042
CL705Contig1	HCGP-TN-CO_02043
CL706Contig1	HCGP-TN-CO_02044
CL707Contig1	HCGP-TN-CO_02045
CL708Contig1	HCGP-TN-CO_02046
CL709Contig1	HCGP-TN-CO_02047
CL70Contig1	HCGP-TN-CO_02048
CL710Contig1	HCGP-TN-CO_02049
CL711Contig1	HCGP-TN-CO_02050
CL712Contig1	HCGP-TN-CO_02051
CL713Contig1	HCGP-TN-CO_02052
CL715Contig1	HCGP-TN-CO_02053
CL717Contig1	HCGP-TN-CO_02054
CL718Contig1	HCGP-TN-CO_02055
CL719Contig1	HCGP-TN-CO_02056
CL71Contig1	HCGP-TN-CO_02057
CL720Contig1	HCGP-TN-CO_02058
CL721Contig1	HCGP-TN-CO_02059
CL722Contig1	HCGP-TN-CO_02060
CL723Contig1	HCGP-TN-CO_02061
CL724Contig1	HCGP-TN-CO_02062
CL725Contig1	HCGP-TN-CO_02063
CL726Contig1	HCGP-TN-CO_02064
CL727Contig1	HCGP-TN-CO_02065
CL728Contig1	HCGP-TN-CO_02066
CL729Contig1	HCGP-TN-CO_02067
CL72Contig1	HCGP-TN-CO_02068
CL72Contig2	HCGP-TN-CO_02069
CL730Contig1	HCGP-TN-CO_02070
CL731Contig1	HCGP-TN-CO_02071
CL732Contig1	HCGP-TN-CO_02072
CL733Contig1	HCGP-TN-CO_02073
CL734Contig1	HCGP-TN-CO_02074
CL735Contig1	HCGP-TN-CO_02075
CL736Contig1	HCGP-TN-CO_02076
CL737Contig1	HCGP-TN-CO_02077
CL738Contig1	HCGP-TN-CO_02078
CL739Contig1	HCGP-TN-CO_02079
CL73Contig1	HCGP-TN-CO_02080
CL740Contig1	HCGP-TN-CO_02081
CL741Contig1	HCGP-TN-CO_02082
CL742Contig1	HCGP-TN-CO_02083
CL743Contig1	HCGP-TN-CO_02084
CL744Contig1	HCGP-TN-CO_02085
CL745Contig1	HCGP-TN-CO_02086
CL746Contig1	HCGP-TN-CO_02087
CL747Contig1	HCGP-TN-CO_02088
CL748Contig1	HCGP-TN-CO_02089
CL749Contig1	HCGP-TN-CO_02090
CL74Contig1	HCGP-TN-CO_02091
CL750Contig1	HCGP-TN-CO_02092
CL751Contig1	HCGP-TN-CO_02093
CL752Contig1	HCGP-TN-CO_02094
CL753Contig1	HCGP-TN-CO_02095
CL754Contig1	HCGP-TN-CO_02096
CL755Contig1	HCGP-TN-CO_02097
CL756Contig1	HCGP-TN-CO_02098
CL757Contig1	HCGP-TN-CO_02099
CL758Contig1	HCGP-TN-CO_02100
CL759Contig1	HCGP-TN-CO_02101
CL75Contig1	HCGP-TN-CO_02102
CL75Contig2	HCGP-TN-CO_02103
CL760Contig1	HCGP-TN-CO_02104
CL761Contig1	HCGP-TN-CO_02105
CL762Contig1	HCGP-TN-CO_02106
CL763Contig1	HCGP-TN-CO_02107
CL764Contig1	HCGP-TN-CO_02108
CL765Contig1	HCGP-TN-CO_02109
CL766Contig1	HCGP-TN-CO_02110
CL767Contig1	HCGP-TN-CO_02111
CL768Contig1	HCGP-TN-CO_02112
CL769Contig1	HCGP-TN-CO_02113
CL76Contig1	HCGP-TN-CO_02114
CL770Contig1	HCGP-TN-CO_02115
CL771Contig1	HCGP-TN-CO_02116
CL772Contig1	HCGP-TN-CO_02117
CL773Contig1	HCGP-TN-CO_02118
CL774Contig1	HCGP-TN-CO_02119
CL775Contig1	HCGP-TN-CO_02120
CL776Contig1	HCGP-TN-CO_02121
CL777Contig1	HCGP-TN-CO_02122
CL778Contig1	HCGP-TN-CO_02123
CL779Contig1	HCGP-TN-CO_02124
CL77Contig1	HCGP-TN-CO_02125
CL780Contig1	HCGP-TN-CO_02126
CL781Contig1	HCGP-TN-CO_02127
CL782Contig1	HCGP-TN-CO_02128
CL783Contig1	HCGP-TN-CO_02129
CL785Contig1	HCGP-TN-CO_02130
CL786Contig1	HCGP-TN-CO_02131
CL787Contig1	HCGP-TN-CO_02132
CL788Contig1	HCGP-TN-CO_02133
CL789Contig1	HCGP-TN-CO_02134
CL78Contig1	HCGP-TN-CO_02135
CL791Contig1	HCGP-TN-CO_02136
CL792Contig1	HCGP-TN-CO_02137
CL793Contig1	HCGP-TN-CO_02138
CL794Contig1	HCGP-TN-CO_02139
CL795Contig1	HCGP-TN-CO_02140
CL797Contig1	HCGP-TN-CO_02141
CL798Contig1	HCGP-TN-CO_02142
CL799Contig1	HCGP-TN-CO_02143
CL79Contig1	HCGP-TN-CO_02144
CL79Contig2	HCGP-TN-CO_02145
CL7Contig1	HCGP-TN-CO_02146
CL7Contig2	HCGP-TN-CO_02147
CL7Contig3	HCGP-TN-CO_02148
CL7Contig5	HCGP-TN-CO_02149
CL7Contig6	HCGP-TN-CO_02150
CL7Contig7	HCGP-TN-CO_02151
CL7Contig8	HCGP-TN-CO_02152
CL7Contig9	HCGP-TN-CO_02153
CL800Contig1	HCGP-TN-CO_02154
CL801Contig1	HCGP-TN-CO_02155
CL802Contig1	HCGP-TN-CO_02156
CL804Contig1	HCGP-TN-CO_02157
CL805Contig1	HCGP-TN-CO_02158
CL806Contig1	HCGP-TN-CO_02159
CL807Contig1	HCGP-TN-CO_02160
CL808Contig1	HCGP-TN-CO_02161
CL810Contig1	HCGP-TN-CO_02162
CL811Contig1	HCGP-TN-CO_02163
CL812Contig1	HCGP-TN-CO_02164
CL813Contig1	HCGP-TN-CO_02165
CL814Contig1	HCGP-TN-CO_02166
CL815Contig1	HCGP-TN-CO_02167
CL816Contig1	HCGP-TN-CO_02168
CL817Contig1	HCGP-TN-CO_02169
CL818Contig1	HCGP-TN-CO_02170
CL819Contig1	HCGP-TN-CO_02171
CL81Contig1	HCGP-TN-CO_02172
CL81Contig2	HCGP-TN-CO_02173
CL820Contig1	HCGP-TN-CO_02174
CL821Contig1	HCGP-TN-CO_02175
CL822Contig1	HCGP-TN-CO_02176
CL823Contig1	HCGP-TN-CO_02177
CL824Contig1	HCGP-TN-CO_02178
CL825Contig1	HCGP-TN-CO_02179
CL826Contig1	HCGP-TN-CO_02180
CL827Contig1	HCGP-TN-CO_02181
CL828Contig1	HCGP-TN-CO_02182
CL829Contig1	HCGP-TN-CO_02183
CL82Contig1	HCGP-TN-CO_02184
CL830Contig1	HCGP-TN-CO_02185
CL831Contig1	HCGP-TN-CO_02186
CL832Contig1	HCGP-TN-CO_02187
CL833Contig1	HCGP-TN-CO_02188
CL834Contig1	HCGP-TN-CO_02189
CL835Contig1	HCGP-TN-CO_02190
CL836Contig1	HCGP-TN-CO_02191
CL837Contig1	HCGP-TN-CO_02192
CL838Contig1	HCGP-TN-CO_02193
CL839Contig1	HCGP-TN-CO_02194
CL83Contig1	HCGP-TN-CO_02195
CL83Contig2	HCGP-TN-CO_02196
CL840Contig1	HCGP-TN-CO_02197
CL841Contig1	HCGP-TN-CO_02198
CL842Contig1	HCGP-TN-CO_02199
CL843Contig1	HCGP-TN-CO_02200
CL844Contig1	HCGP-TN-CO_02201
CL845Contig1	HCGP-TN-CO_02202
CL846Contig1	HCGP-TN-CO_02203
CL847Contig1	HCGP-TN-CO_02204
CL848Contig1	HCGP-TN-CO_02205
CL849Contig1	HCGP-TN-CO_02206
CL84Contig1	HCGP-TN-CO_02207
CL84Contig2	HCGP-TN-CO_02208
CL850Contig1	HCGP-TN-CO_02209
CL851Contig1	HCGP-TN-CO_02210
CL852Contig1	HCGP-TN-CO_02211
CL853Contig1	HCGP-TN-CO_02212
CL854Contig1	HCGP-TN-CO_02213
CL855Contig1	HCGP-TN-CO_02214
CL856Contig1	HCGP-TN-CO_02215
CL857Contig1	HCGP-TN-CO_02216
CL859Contig1	HCGP-TN-CO_02217
CL860Contig1	HCGP-TN-CO_02218
CL861Contig1	HCGP-TN-CO_02219
CL862Contig1	HCGP-TN-CO_02220
CL863Contig1	HCGP-TN-CO_02221
CL864Contig1	HCGP-TN-CO_02222
CL865Contig1	HCGP-TN-CO_02223
CL866Contig1	HCGP-TN-CO_02224
CL867Contig1	HCGP-TN-CO_02225
CL868Contig1	HCGP-TN-CO_02226
CL869Contig1	HCGP-TN-CO_02227
CL86Contig1	HCGP-TN-CO_02228
CL870Contig1	HCGP-TN-CO_02229
CL871Contig1	HCGP-TN-CO_02230
CL872Contig1	HCGP-TN-CO_02231
CL873Contig1	HCGP-TN-CO_02232
CL874Contig1	HCGP-TN-CO_02233
CL875Contig1	HCGP-TN-CO_02234
CL876Contig1	HCGP-TN-CO_02235
CL877Contig1	HCGP-TN-CO_02236
CL878Contig1	HCGP-TN-CO_02237
CL879Contig1	HCGP-TN-CO_02238
CL87Contig1	HCGP-TN-CO_02239
CL880Contig1	HCGP-TN-CO_02240
CL881Contig1	HCGP-TN-CO_02241
CL882Contig1	HCGP-TN-CO_02242
CL883Contig1	HCGP-TN-CO_02243
CL884Contig1	HCGP-TN-CO_02244
CL885Contig1	HCGP-TN-CO_02245
CL886Contig1	HCGP-TN-CO_02246
CL887Contig1	HCGP-TN-CO_02247
CL888Contig1	HCGP-TN-CO_02248
CL889Contig1	HCGP-TN-CO_02249
CL88Contig1	HCGP-TN-CO_02250
CL890Contig1	HCGP-TN-CO_02251
CL891Contig1	HCGP-TN-CO_02252
CL892Contig1	HCGP-TN-CO_02253
CL893Contig1	HCGP-TN-CO_02254
CL894Contig1	HCGP-TN-CO_02255
CL895Contig1	HCGP-TN-CO_02256
CL896Contig1	HCGP-TN-CO_02257
CL897Contig1	HCGP-TN-CO_02258
CL898Contig1	HCGP-TN-CO_02259
CL899Contig1	HCGP-TN-CO_02260
CL89Contig1	HCGP-TN-CO_02261
CL8Contig1	HCGP-TN-CO_02262
CL8Contig2	HCGP-TN-CO_02263
CL900Contig1	HCGP-TN-CO_02264
CL901Contig1	HCGP-TN-CO_02265
CL902Contig1	HCGP-TN-CO_02266
CL903Contig1	HCGP-TN-CO_02267
CL904Contig1	HCGP-TN-CO_02268
CL905Contig1	HCGP-TN-CO_02269
CL906Contig1	HCGP-TN-CO_02270
CL907Contig1	HCGP-TN-CO_02271
CL908Contig1	HCGP-TN-CO_02272
CL909Contig1	HCGP-TN-CO_02273
CL90Contig1	HCGP-TN-CO_02274
CL910Contig1	HCGP-TN-CO_02275
CL911Contig1	HCGP-TN-CO_02276
CL912Contig1	HCGP-TN-CO_02277
CL913Contig1	HCGP-TN-CO_02278
CL914Contig1	HCGP-TN-CO_02279
CL915Contig1	HCGP-TN-CO_02280
CL916Contig1	HCGP-TN-CO_02281
CL917Contig1	HCGP-TN-CO_02282
CL918Contig1	HCGP-TN-CO_02283
CL919Contig1	HCGP-TN-CO_02284
CL91Contig1	HCGP-TN-CO_02285
CL91Contig2	HCGP-TN-CO_02286
CL91Contig3	HCGP-TN-CO_02287
CL920Contig1	HCGP-TN-CO_02288
CL921Contig1	HCGP-TN-CO_02289
CL922Contig1	HCGP-TN-CO_02290
CL923Contig1	HCGP-TN-CO_02291
CL924Contig1	HCGP-TN-CO_02292
CL925Contig1	HCGP-TN-CO_02293
CL926Contig1	HCGP-TN-CO_02294
CL927Contig1	HCGP-TN-CO_02295
CL928Contig1	HCGP-TN-CO_02296
CL929Contig1	HCGP-TN-CO_02297
CL92Contig1	HCGP-TN-CO_02298
CL930Contig1	HCGP-TN-CO_02299
CL931Contig1	HCGP-TN-CO_02300
CL932Contig1	HCGP-TN-CO_02301
CL933Contig1	HCGP-TN-CO_02302
CL934Contig1	HCGP-TN-CO_02303
CL935Contig1	HCGP-TN-CO_02304
CL936Contig1	HCGP-TN-CO_02305
CL937Contig1	HCGP-TN-CO_02306
CL938Contig1	HCGP-TN-CO_02307
CL939Contig1	HCGP-TN-CO_02308
CL93Contig1	HCGP-TN-CO_02309
CL93Contig2	HCGP-TN-CO_02310
CL93Contig3	HCGP-TN-CO_02311
CL940Contig1	HCGP-TN-CO_02312
CL941Contig1	HCGP-TN-CO_02313
CL942Contig1	HCGP-TN-CO_02314
CL943Contig1	HCGP-TN-CO_02315
CL945Contig1	HCGP-TN-CO_02316
CL946Contig1	HCGP-TN-CO_02317
CL947Contig1	HCGP-TN-CO_02318
CL948Contig1	HCGP-TN-CO_02319
CL949Contig1	HCGP-TN-CO_02320
CL94Contig1	HCGP-TN-CO_02321
CL950Contig1	HCGP-TN-CO_02322
CL951Contig1	HCGP-TN-CO_02323
CL952Contig1	HCGP-TN-CO_02324
CL953Contig1	HCGP-TN-CO_02325
CL954Contig1	HCGP-TN-CO_02326
CL955Contig1	HCGP-TN-CO_02327
CL956Contig1	HCGP-TN-CO_02328
CL957Contig1	HCGP-TN-CO_02329
CL958Contig1	HCGP-TN-CO_02330
CL95Contig1	HCGP-TN-CO_02331
CL960Contig1	HCGP-TN-CO_02332
CL961Contig1	HCGP-TN-CO_02333
CL962Contig1	HCGP-TN-CO_02334
CL963Contig1	HCGP-TN-CO_02335
CL964Contig1	HCGP-TN-CO_02336
CL965Contig1	HCGP-TN-CO_02337
CL967Contig1	HCGP-TN-CO_02338
CL968Contig1	HCGP-TN-CO_02339
CL969Contig1	HCGP-TN-CO_02340
CL96Contig1	HCGP-TN-CO_02341
CL970Contig1	HCGP-TN-CO_02342
CL971Contig1	HCGP-TN-CO_02343
CL972Contig1	HCGP-TN-CO_02344
CL975Contig1	HCGP-TN-CO_02345
CL977Contig1	HCGP-TN-CO_02346
CL978Contig1	HCGP-TN-CO_02347
CL979Contig1	HCGP-TN-CO_02348
CL97Contig1	HCGP-TN-CO_02349
CL980Contig1	HCGP-TN-CO_02350
CL981Contig1	HCGP-TN-CO_02351
CL982Contig1	HCGP-TN-CO_02352
CL983Contig1	HCGP-TN-CO_02353
CL985Contig1	HCGP-TN-CO_02354
CL986Contig1	HCGP-TN-CO_02355
CL987Contig1	HCGP-TN-CO_02356
CL988Contig1	HCGP-TN-CO_02357
CL989Contig1	HCGP-TN-CO_02358
CL98Contig1	HCGP-TN-CO_02359
CL991Contig1	HCGP-TN-CO_02360
CL992Contig1	HCGP-TN-CO_02361
CL993Contig1	HCGP-TN-CO_02362
CL994Contig1	HCGP-TN-CO_02363
CL995Contig1	HCGP-TN-CO_02364
CL996Contig1	HCGP-TN-CO_02365
CL997Contig1	HCGP-TN-CO_02366
CL998Contig1	HCGP-TN-CO_02367
CL999Contig1	HCGP-TN-CO_02368
CL99Contig1	HCGP-TN-CO_02369
CL99Contig2	HCGP-TN-CO_02370
CL9Contig1	HCGP-TN-CO_02371
